PMID,FACTOR,RISK,TEXT,LLM_OUTPUT
32880203,Cancer,Yes,association between abo blood group and venous thrombosis related to the peripherally inserted central catheters in cancer patients. objective: to evaluate the potential relation between the abo blood group and the risk of venous thrombosis in cancer patients with peripherally inserted central catheters (piccs)..,Yes
30560363,Gender,Yes,"other risk factors (i.e., age, gender, comorbidity, picc duration, veins, hospital stay, and intensive care unit stay) showed no significant correlations with clabsi..",Yes
24137199,Cancer,Yes,"in this study, cancer patients with venous thrombosis associated with the use of peripherally inserted central catheters (piccs) underwent complete recanalization by the administration of panax notoginseng saponins (pns), which vary from heparin or urokinase in that they do not have the same risks associated with thrombolysis, including bleeding. the results suggest that pns are a feasible and effective treatment option for many types of cancer, but have a broader clinical impact on cancer patients with picc-related venous thrombosis..",Yes
31764785,Chemotherapy,Yes,"peripherally inserted central catheter (picc) is often applied in chemotherapy patients and commonly causes upper extremity venous thrombosis (uevt), which should be prevented.to assess the preventive effects of the anticoagulants rivaroxaban and low molecular weight heparin (lmwh) on uevt in patients receiving chemotherapy through piccs.a total of 423 chemotherapy patients with continuous picc use between january 2014 and june 2015 at the oncology department of dongying people's hospital were divided into 3 groups: rivaroxaban (10 mg/day, orally), lmwh (enoxaparine, 4000 anti-xa iu/day, subcutaneous injection), and control (no anticoagulant). there were significant differences in the rivaroxaban group and the lmwh group compared to the control group (p = .010 and p = .009, respectively), but no significant difference was observed between the rivaroxaban group and the lmwh group (p = .743).anticoagulants such as rivaroxaban and lmwh may reduce the incidence of picc-related uevt in patients receiving chemotherapy..",Yes
31764785,Cancer,Yes,"the anticoagulants rivaroxaban and low molecular weight heparin prevent picc-related upper extremity venous thrombosis in cancer patients. there were no differences in cancer location (p = .628), picc implantation site (p > .05), body mass index (bmi) (p = .434), blood pressure (all p > .05), blood lipids (5 laboratory parameters included, all p > .5), smoking (p = .138), history of lower limb venous thrombosis (p = .082), and 10 other associated comorbidities (all p > .5)..",Yes
31764785,BMI,Yes,"there were no differences in cancer location (p = .628), picc implantation site (p > .05), body mass index (bmi) (p = .434), blood pressure (all p > .05), blood lipids (5 laboratory parameters included, all p > .5), smoking (p = .138), history of lower limb venous thrombosis (p = .082), and 10 other associated comorbidities (all p > .5)..",Yes
31764785,Smoking,Yes,"there were no differences in cancer location (p = .628), picc implantation site (p > .05), body mass index (bmi) (p = .434), blood pressure (all p > .05), blood lipids (5 laboratory parameters included, all p > .5), smoking (p = .138), history of lower limb venous thrombosis (p = .082), and 10 other associated comorbidities (all p > .5)..",Yes
31764785,Age,Yes,"uevt incidence and other complications during picc use were observed and recorded.the rivaroxaban, lmwh, and control groups included 138 (79 males; 54.9 ± 11.0 years), 144 (76 males; 56.0 ± 10.9 years), and 141 (71 males; 53.3 ± 10.9 years) patients, (p = .402 and p = .623 for age and sex respectively)..",Yes
35287828,Cancer,Yes,"the aim of this systematic review is to analyze the available scientific literature in order to determine whether bmi could represent a risk factor in the development of thromboembolic event among cancer patients with piccs. the primary endpoint was the relative risk (rr) of picc-related thrombosis of overweight/obese vs normal weight/underweight (i.e., bmi ≥25 vs <25 kg/m(2)) in cancer patients..",Yes
35287828,BMI,Yes,"among the identification of independent risk factors, the role of body mass index (bmi) ≥25 kg/m(2) is now emerging in literature with conflicting results. the aim of this systematic review is to analyze the available scientific literature in order to determine whether bmi could represent a risk factor in the development of thromboembolic event among cancer patients with piccs. the primary endpoint was the relative risk (rr) of picc-related thrombosis of overweight/obese vs normal weight/underweight (i.e., bmi ≥25 vs <25 kg/m(2)) in cancer patients..",Yes
28218366,Cancer,Yes,purpose: to evaluate incidence and risk factors of peripherally inserted central catheter (picc)-related complications in cancer patients. conclusions: cancer patients with bmi greater than 25 were more likely to have picc complications..,"Yes, Cancer is a risk factor for Picc-related complications in cancer patients, according to the text."
28218366,BMI,Yes,"in multivariable analysis, body mass index (bmi) >25 (odds ratio, 2.09; 95% confidence interval, 1.26-3.47, p = 0.004) was shown to be a significant risk factor for picc complications. conclusions: cancer patients with bmi greater than 25 were more likely to have picc complications..",Yes
35645580,Diabete,Yes,"in univariate and multivariate analyses, diabetes mellitus was associated with catheter-related infection. in univariate and multivariate analyses, diabetes mellitus and fluoroscopy-guided insertion were associated with favorable catheter survival..",Yes
28936124,Chemotherapy,Yes,"statistically significant risk factors for developing prdvt in multivariate analysis included more than one attempt for insertion (or 2.61, 95%ci: 1.12-6.05) and the use of fluoropyrimidine containing chemotherapy (or 4.27, 95%ci 1.3-14.07). when all-type vte were considered together fluoropyrimidine containing chemotherapy (or 4.54, 95% ci 1.63-12.61), male gender (or 2.03, 95% ci 1.04-3.93) and white cell count (or 1.12, 95% ci 1.00-1.26) were statistically significant as risk factors in this analysis. fluoropyrimidine containing chemotherapy and more than one attempt for picc insertion were independent predictors of picc-associated vte whilst the former remained an independent predictor of all-type vte..",Yes
28936124,Cancer,Yes,"the risk of venous thromboembolism associated with peripherally inserted central catheters in ambulant cancer patients. piccs are increasingly utilised in the management of cancer patients, a group which carries both additional risks for vascular thromboembolism as well as for complex morbidity. we analysed a cohort of cancer patients subjected to picc insertion in a single cancer centre for the incidence of all-type vascular thromboembolism (vte) and investigated relative risk factors. conclusions: this is a large study of vte following picc insertion in cancer patients which also looks at the rate of distant vte..",Yes
28936124,Gender,Yes,"male gender was the only significant risk factor for distant vte. when all-type vte were considered together fluoropyrimidine containing chemotherapy (or 4.54, 95% ci 1.63-12.61), male gender (or 2.03, 95% ci 1.04-3.93) and white cell count (or 1.12, 95% ci 1.00-1.26) were statistically significant as risk factors in this analysis..",Yes
31721153,Cancer,Yes,conclusion: we have demonstrated that the cost from a healthcare perspective is higher in cancer patients receiving a picc than to those with a port..,Yes
37046808,Chemotherapy,Yes,intravascular complications of central venous catheterization by insertion site in acute leukemia during remission induction chemotherapy phase: lower risk with peripherally inserted catheters in a single-center retrospective study. picc was a valid cvc for the induction chemotherapy of acute leukemia for the lowest risk of sdvt and bsi..,Yes
31445252,Cancer,Yes,"machine learning approaches for risk assessment of peripherally inserted central catheter-related vein thrombosis in hospitalized patients with cancer. conclusions: our research confirmed that ml approaches are powerful tools to identify cancer patients with a high risk of picc-related thrombosis, which outperform the currently used criteria (seeley). from our research, more-precise assessments can be performed in cancer patients with piccs to help decide the prophylaxis and effectively lower the incidence of picc-related thrombosis..",Yes
24781722,Chemotherapy,Yes,"thrombotic risk factors in patients undergoing chemotherapy via peripherally inserted central catheter. objective: to evaluate risk factors for venous thrombosis in patients undergoing chemotherapy via peripherally inserted central catheter (picc). conclusions: age >60 years, bmi >25 kg/m(2) and wbc >1.4 × 10(9)/l are major risk factors for thrombosis in chinese patients undergoing picc chemotherapy..",Yes
24781722,BMI,Yes,"age >60 years, bmi >25 kg/m(2) and wbc >11.4 × 10(9)/l were identified as independent risk factors for thrombosis. conclusions: age >60 years, bmi >25 kg/m(2) and wbc >1.4 × 10(9)/l are major risk factors for thrombosis in chinese patients undergoing picc chemotherapy..",Yes
24781722,Age,Yes,"age >60 years, bmi >25 kg/m(2) and wbc >11.4 × 10(9)/l were identified as independent risk factors for thrombosis. conclusions: age >60 years, bmi >25 kg/m(2) and wbc >1.4 × 10(9)/l are major risk factors for thrombosis in chinese patients undergoing picc chemotherapy..",Yes
30384035,ICU,Yes,"methods: we conducted a single-center, retrospective cohort study of medical-icu patients between november 2007 and november 2013 grouped by receipt of cvc, picc, both, or neither..",Yes
24911379,BMI,Yes,"in multivariable logistic regression analyses, malnutrition and after-hours placement were significantly associated with increased risk of complications, as was body mass index (bmi) >30 after adjusting for anticoagulation and time of placement. conclusions: screening of patients undergoing picc placement with attention to malnutrition, bmi >30, and length of stay may reduce the risk of picc-associated complications..",Yes
35279504,Cancer,Yes,"risk of vte associated with ports and piccs in cancer patients: a systematic review and meta-analysis. our meta-analysis of 22 studies suggested that the risk of port-related vte was lower than that of picc-related vte in cancer patients (or = 0.38, 95% ci: 0.25-0.58). conclusions: ports are associated with a lower risk of vte than piccs in cancer patients. the risk of vte and benefits should be considered when selecting ports or piccs for cancer patients..",Yes
34095299,Diabete,Yes,"age, diabetes, surgery, and picc serve as independent risk factors for gc-associated thrombotic diseases (p < 0.05). the present work demonstrates that gc-associated thrombotic diseases are significantly associated with age, diabetes, surgery, and picc, suggesting a potential target for early detection and preventive strategy for gc patients with thrombophilia..",Yes
34095299,Cancer,Yes,risk factors for gastric cancer-associated thrombotic diseases in a han chinese population. the aim of the present work was to investigate the risk factors for gastric cancer- (gc-) associated thrombotic diseases in a han chinese population..,Yes
34095299,Thrombophilia,Yes,"the present work demonstrates that gc-associated thrombotic diseases are significantly associated with age, diabetes, surgery, and picc, suggesting a potential target for early detection and preventive strategy for gc patients with thrombophilia..",Yes
25680892,Chemotherapy,Yes,"multiple studies identified age, malignancy, diabetes, obesity, chemotherapy, thrombophilia and a history of thrombosis as significant risk factors for catheter-related thrombosis..",Yes.
25680892,Diabete,Yes,"multiple studies identified age, malignancy, diabetes, obesity, chemotherapy, thrombophilia and a history of thrombosis as significant risk factors for catheter-related thrombosis..",Yes
25680892,History Of Thrombosis,Yes,"multiple studies identified age, malignancy, diabetes, obesity, chemotherapy, thrombophilia and a history of thrombosis as significant risk factors for catheter-related thrombosis..","Yes. According to the text provided, History Of Thrombosis is a risk factor for catheter-related thrombosis."
25680892,Thrombophilia,Yes,"multiple studies identified age, malignancy, diabetes, obesity, chemotherapy, thrombophilia and a history of thrombosis as significant risk factors for catheter-related thrombosis..",Yes
37736715,Chemotherapy,Yes,"because more than half of the patients with picc-related complications could be managed with conventional interventions, piccs remain a priority for cancer patients undergoing short-term chemotherapy..",Yes.
37736715,Cancer,Yes,"purpose: the incidence of peripherally inserted central catheter (picc)-related complications is higher in cancer patients than in noncancer patients. cancer patients undergoing picc insertion for anticancer treatment were recruited and followed up until the first week after catheter removal. because more than half of the patients with picc-related complications could be managed with conventional interventions, piccs remain a priority for cancer patients undergoing short-term chemotherapy..",Yes
31005243,Chemotherapy,Yes,"this increased risk should be considered when choosing a vascular access device for chemotherapy, especially in patients with solid malignancy..",Yes
31005243,Cancer,Yes,"clinical impact of peripherally inserted central catheters vs implanted port catheters in patients with cancer: an open-label, randomised, two-centre trial. methods: adults with non-haematological cancer (mainly breast and colorectal) from two swedish oncology centres were included and followed for up to 1 yr..",Yes
38105233,Chemotherapy,Yes,"logistic regression analysis showed that age (p = 0.0444), temperature (p = 0.0317), amount of blood loss (p = 0.0067), picc (p < 0.0001), chemotherapy (p = 0.0459), anemia (p = 0.0007), international normalized ratio (p = 0.003) and ca199 (p = 0.0234) were independent risk factors for vte..",Yes
38105233,Cancer,Yes,"risk factors of venous thromboembolism in inpatients with colorectal cancer in china. to explore the risk factors for venous thromboembolism (vte) in inpatients with colorectal cancer. the demographic factors, comorbidities, and hematological indices of patients with colorectal cancer treated in our hospital from 2016 to 2021 were collected and recorded. clinical parameters are associated with vte in inpatients with colorectal cancer, which will help to guide clinicians to take effective measures to improve the patients' prognosis..",Yes
38105233,Smoking,Yes,"comparing the clinical data of 293 cases of non-vte group and 235 cases of vte group, we found significant differences in age, smoking, temperature, amount of blood loss, differentiation degree, peripherally inserted central catheter (picc), radiotherapy, anemia, infection, white blood cell count, prothrombin time (pt), pt%, prothrombin ratio, international normalized ratio, thrombin time, ca199 and cea between the two groups (p < 0.05)..",Yes
38105233,Age,Yes,"comparing the clinical data of 293 cases of non-vte group and 235 cases of vte group, we found significant differences in age, smoking, temperature, amount of blood loss, differentiation degree, peripherally inserted central catheter (picc), radiotherapy, anemia, infection, white blood cell count, prothrombin time (pt), pt%, prothrombin ratio, international normalized ratio, thrombin time, ca199 and cea between the two groups (p < 0.05). logistic regression analysis showed that age (p = 0.0444), temperature (p = 0.0317), amount of blood loss (p = 0.0067), picc (p < 0.0001), chemotherapy (p = 0.0459), anemia (p = 0.0007), international normalized ratio (p = 0.003) and ca199 (p = 0.0234) were independent risk factors for vte..",Yes
36013377,Chemotherapy,Yes,central venous access and the risk for thromboembolic events in patients undergoing neoadjuvant chemotherapy and radical cystectomy for muscle-invasive bladder cancer. thromboembolic events (tee) are high-risk complications in patients undergoing neoadjuvant chemotherapy (nac) and radical cystectomy (rc) for urothelial muscle-invasive bladder cancer (mibc)..,Yes.
36013377,Cancer,Yes,central venous access and the risk for thromboembolic events in patients undergoing neoadjuvant chemotherapy and radical cystectomy for muscle-invasive bladder cancer. thromboembolic events (tee) are high-risk complications in patients undergoing neoadjuvant chemotherapy (nac) and radical cystectomy (rc) for urothelial muscle-invasive bladder cancer (mibc)..,Yes.
28619777,Cancer,Yes,"patients with cancer are at highest risk, and this increases morbidity, mortality and costs..",Yes
37883756,Cancer,Yes,"patients in the control group were given routine nursing for lung cancer, and patients in the observation group were treated with nurse-patient co-management mode, and nursing intervention lasted for 2 months..",Yes.
33908337,ICU,Yes,"multivariable cox proportional hazards models with robust sandwich standard error estimates accounting for the clustered nature of data were used to identify factors associated with picc complications in coated versus noncoated devices across general care, intensive care unit (icu), and oncology patients..",Yes
37572590,Cancer,Yes,methods: cancer patients scheduled for picc placement were potentially eligible; patients with contraindications to picc placement or existing diseases affecting blood flow were excluded; and those who later withdrew or did not reply to our contact request during the follow-up period were eliminated from this study..,"Yes. The text mentions that cancer patients were potentially eligible for a study, but then goes on to exclude them based on contraindications or existing diseases affecting blood flow. This suggests that cancer can be a risk factor for certain medical procedures or treatments."
25198809,Chemotherapy,Yes,"results: the two cvc groups (ports and non-ports) matched equally in terms of tumour site; all patients with solid tumours were included, haematology patients were excluded and chemotherapy regimens were comparable. conclusions: in our study, we demonstrated that central venous ports and picc lines in patients undergoing infusional chemotherapy had lower line infection rates than tunnelled catheters, and only ports have been shown to be almost complication-free..",Yes
25953205,Age,Yes,"after multivariate analysis, two risk factors were significantly associated with the overall occurrence of complications: age more than 70 years [or = 2.89 (1.06-7.89], p = 0.04] and number of lumen at least two [or = 2.64 (1.03-6.75), p = 0.04]..",Yes
34973357,Diabete,Yes,"in multivariate cox analysis, independent risk factors for picc-associated complications were obesity (adjusted hazard ratio (ahr), 1.08, p < .001) and diabetes (ahr, 1.85, p = .039), adjusting for chronic renal failure, number of lumens, catheter/vein diameter ratio and duration of home-based care. conclusions: in our study, the use of kt fix plus did not reduce the risk of complications adjusting for other risk factors such as obesity and diabetes..",Yes
34711086,Cancer,Yes,"methods: in this randomized controlled trial, 120 cancer patients were randomly assigned to the upper portion of the red zone (rz), the green zone (gz) and the lower portion of the yellow zone (yz) groups (at a 1:1:1 ratio)..","Yes, Cancer is mentioned as a risk factor in the given text."
26519981,ICU,Yes,"purpose: there are limited contemporary data describing the rates of catheter-related deep vein thrombosis (crdvt) and central line-associated bloodstream infection for peripherally inserted central venous catheters (piccs) and centrally inserted central venous catheters (ciccs) in the medical intensive care unit (icu). central lines were followed from insertion time until hospital dismissal (primary analysis) or icu discharge (secondary analysis). only 1 central line-associated bloodstream infection occurred in a picc following icu dismissal, p > .999..",Yes
33594508,Cancer,Yes,"assessing the thrombosis risk of peripherally inserted central catheters in cancer patients using caprini risk assessment model: a prospective cohort study. purpose: there was no optimal risk assessment tool to stratify the risk of peripherally inserted central catheter-related venous thromboembolism (picc-rvt) in cancer patients. conclusions: the caprini can be used for high-risk screening of the picc-rvt in cancer patients, and classification of the highest risk level using a score of 6 can be more clinically significant compared to 5 as recommended..",Yes
24983259,Hypertension,Yes,"hypertension (p = .022) and obesity (p = .008), defined as a body mass index ≥30, were associated with uedvt..",Yes
33019880,Chemotherapy,Yes,"methods: adult outpatients (aged 18-75 years), with an eastern cooperative oncology group (ecog) performance status of 0-2, bearing solid tumors and candidates for intravenous chemotherapy were eligible for the study..",Yes
30348912,Age,Yes,"venous arterial blood management protection (vamp) for piccs could decrease the rate of blockage of piccs. results: the occurrence of cabsis and average time for flushing were statistically lower in the experimental group. the rate of blockage of piccs, proportion of male subjects, age of subjects, apache ii score and length of stay in hospital showed no significant differences between the two groups..",Yes
28634973,Cancer,Yes,"piccs were restricted to cancer and infectious disease patients, and were followed up irrespective of the management setting (inpatient, outpatient or intermittently hospitalised after insertion)..",Yes
28823518,Age,Yes,"forty-four patients were treated with rivaroxaban and 40 with initial lmw heparin and vitamin k antagonist with continuation of vitamin k antagonists alone once international normalized ratio was therapeutic findings: in the rivaroxaban group mean (sd) age was 51 (16) years and 57% were men, whereas in the other group respective values were 50 (16) years and 56%..","Yes. According to the text, age is a risk factor for the study population, as the mean age of the patients in the rivaroxaban group was 51 years old, while the mean age of the patients in the other group was 50 years old. Additionally, the percentage of men in the rivaroxaban group (57%) was higher than in the other group (56%)."
34177272,Hypertension,Yes,"conclusion: use of cvc or picc line, preexisting diagnosis of hypertension, malignancy, and ckd were independent risk factors of uedvt, while there was no significant correlation between increased platelet levels and uedvt..",Yes.
28822403,ICU,Yes,"peripherally inserted central venous catheters (piccs) are now commonly used for central access in the intensive care unit (icu) setting; however, there is a paucity of data evaluating the complication rates associated with these lines. these were divided into two groups: those placed at the bedside in the icu and those placed by interventional radiology in non-icu patients. the combined thrombotic and central line associated blood stream infection rate was 6.17 per cent in the non-icu group and 10.53 per cent in the icu group (p = 0.035). the thrombotic complication rate was 5.88 per cent in the non-icu group and 7.60 per cent in the icu group (p = 0.38), whereas the central line associated blood stream infection rate was 0.29 per cent in the non-icu group and 2.92 per cent in the icu group (p = 0.002). this study seems to suggest that picc lines placed at the bedside in the icu setting are associated with higher complication rates, in particular infectious complications, than those placed by interventional radiology in non-icu patients..",Yes. The text suggests that ICU is a risk factor for infectious complications associated with peripherally inserted central venous catheters (PICCs).
26369828,Cancer,Yes,"in patients with cancer, piccs were rated as appropriate for irritant or vesicant infusion, regardless of duration..",Yes
23633980,Cancer,Yes,"upper extremity venous thrombosis in patients with cancer with peripherally inserted central venous catheters: a retrospective analysis of risk factors. the purpose of this study was to ascertain risk factors associated with an increased risk of picc-associated uevt in patients with cancer. conclusion: specific factors significantly increase the risk of uevt in patients with cancer with piccs, whereas use of apas seems to have a protective effect against uevt..",Yes
23633980,PICC infection,Yes,"we analyzed many risk factors, including picc infection (pi), use of erythropoiesis-stimulating agents (esas), antiplatelet agents (apas), treatment dose anticoagulation (tda), and bevacizumab..",Yes
23633980,Erythropoiesis-stimulating agents,Yes,"we analyzed many risk factors, including picc infection (pi), use of erythropoiesis-stimulating agents (esas), antiplatelet agents (apas), treatment dose anticoagulation (tda), and bevacizumab..",Yes
32043739,Cancer,Yes,"catheter-related thrombosis incidence and risk factors in adult cancer patients with central venous access devices. aim: to review the incidence and risk factors for catheter-related thrombosis (crt) in cancer patients with a cvad. hodgkin lymphoma, germ cell and oesophagus cancers had the highest crt rates..",Yes
32043739,Age,Yes,"older age groups developed crt at lower rates (hr 0.57; 95% ci 0.39-0.84 for age 50-61 years, and hr 0.63; 95% ci 0.45-0.89 for age >61 years) compared to age <50 years. conclusions: age <50 years, picc lines and prior crt were associated with highest crt rate..",Yes
23354238,ICU,Yes,"background: catheter-associated deep venous thromboses (cadvts) are a common occurrence in the surgical intensive care unit (sicu), necessitating central venous catheter (cvc) removal and replacement. previous studies evaluating risk factors for cadvt in sicu patients are limited, and most lack a true denominator of all cvc days. methods: the following data from all sicu patients in two urban level i trauma centers were prospectively collected from 2009 to 2012: demographics, risk factors for dvt, cvc site/type/duration, and duplex results..","Yes. The text mentions that ICU is a risk factor for catheter-associated deep venous thromboses (cadvts) in surgical intensive care unit (sicu) patients, which suggests that ICU is a risk factor for this condition."
30111976,Cancer,Yes,"perceptions of vascular access for intravenous systemic therapy and risk factors for lymphedema in early-stage breast cancer-a patient survey. using a patient survey, we evaluated the patient experience with vascular access during treatment for early-stage breast cancer and explored perceived risk factors for lymphedema..",Yes
31464692,Chemotherapy,Yes,conclusions: implantable port catheter has advantages over picc in reducing cancer patients' complications and less cost in terms of long-term cancer chemotherapy..,Yes
31464692,Cancer,Yes,conclusions: implantable port catheter has advantages over picc in reducing cancer patients' complications and less cost in terms of long-term cancer chemotherapy..,Yes
23697825,Cancer,Yes,"in the non-comparison studies, the weighted frequency of picc-related deep vein thrombosis was highest in patients who were critically ill (13·91%, 95% ci 7·68-20·14) and those with cancer (6·67%, 4·69-8·64)..","Yes. According to the text, cancer is a risk factor for picc-related deep vein thrombosis."
36299679,Chemotherapy,Yes,objective: this study intended to analyze hazardous factors of venous thrombosis by comparing the effect of different doses of heparin sodium injection on the incidence rate of peripherally inserted central catheter (picc)-related venous thrombosis in non-small cell lung carcinoma (nsclc) patients during postoperative chemotherapy. conclusion: heparin sodium could significantly lower the incidence rate of picc-related venous thrombosis in nsclc patients during postoperative chemotherapy..,Yes
24436591,Gender,Yes,"patients were analyzed for age, gender, race, site of thrombosis, coagulation factors, lipid panel, type of antiretroviral treatment, past or present history of infections or malignancy, cd4 absolute and helper cell counts at the beginning of thrombosis, response to treatment and outcome..",Yes.
35701467,Diabete,Yes,"compared to the crt-free group, the crt group was older and showed higher body mass index (bmi), leukocyte count level, and the prevalence of diabetes mellitus..",Yes
35701467,BMI,Yes,"compared to the crt-free group, the crt group was older and showed higher body mass index (bmi), leukocyte count level, and the prevalence of diabetes mellitus. multivariable logistic regression analysis showed that bmi (p = 0.03) was a significant risk factor for crt..",Yes
35701467,Age,Yes,thrombosis risk scores were calculated in patients with image-confirmed picc-related thromboembolism..,Yes
37349797,Age,Yes,we present two cases of right heart thrombus in transit with pulmonary thromboembolism resulting from venous thrombosis associated with peripherally inserted central catheters that were managed with different approaches..,"Yes. The text mentions ""venous thrombosis associated with peripherally inserted central catheters"" as a risk factor for right heart thrombus and pulmonary thromboembolism."
29148000,Cancer,Yes,"methods: from october 2010 to december 2014, 221 cancer patients with svcs in our center received real-time ultrasound-guidance of the superficial femoral vein inserted central catheters (ficcs) at the mid-thigh..","Yes. According to the text, cancer is a risk factor for patients receiving real-time ultrasound-guided insertion of central catheters at the mid-thigh."
25120012,Chemotherapy,Yes,"purpose: few prospective follow-up studies evaluating the use of peripherally inserted central catheters (piccs) to deliver chemotherapy and/or home parenteral nutrition (hpn) have focused exclusively on oncology outpatients. the main findings of this study were that, if accurately managed, piccs can be safely used in cancer patients receiving chemotherapy and/or hpn, recording a low incidence of crbsi, thrombosis, and mechanical complications; a long catheter life span; and a low probability of catheter removal because of complications..","Yes. According to the text, chemotherapy is a risk factor for complications related to the use of peripherally inserted central catheters (piccs) in cancer patients."
25120012,Cancer,Yes,"the main findings of this study were that, if accurately managed, piccs can be safely used in cancer patients receiving chemotherapy and/or hpn, recording a low incidence of crbsi, thrombosis, and mechanical complications; a long catheter life span; and a low probability of catheter removal because of complications..","Yes. According to the text, cancer is a risk factor for complications related to central venous catheters (CVCs) in patients receiving chemotherapy and/or hemodialysis."
26339941,Gender,Yes,"patient factors-including greater age, height, and weight, as well as male gender-were associated with increased vein diameter..",Yes
37254629,Cancer,Yes,"while implanted port catheters (""ports"") have historically been the standard device for intravenous systemic anticancer therapy, the use of peripherally inserted central catheters (piccs) has increased continuously and reliable catheter selection guidelines are lacking..",Yes
32943968,Cancer,Yes,"central venous catheter thrombosis in cancer: a multi-centre retrospective study investigating risk factors and contemporary trends in management. we sought to explore the rate of cvct in a general cancer population in australia and to identify factors associated with increased risk of thrombosis. setting and participants: we analysed key patient, treatment, and cancer-related factors for 317 patients with cancer and central venous catheters inserted for systemic therapy. conclusions: this work explored rates of cvct in a general cancer population, observing increased rates in those with piccs or increased body mass index..",Yes
37166852,Gender,Yes,"age (median [interquartile range]: 68.7 [58.6-75.7], 66.6 [57.1-75.0], and 67.6 [58.7-75.8] yr) and gender (percentage female: 50.5%, 47.3%, and 43.8%) were similar in all groups..",Yes
25374804,ICU,Yes,"some limits previously ascribed to piccs (i.e., low flow rates, difficult central venous pressure monitoring, lack of safety for radio-diagnostic procedures, single-lumen) have delayed their start up in the intensive care units as common practice. second, an inappropriate cvad choice and, particularly, an inadequate insertion technique are relevant-and often not recognized-potential risk factors for complications in critically ill patients..",Yes
33388763,Age,Yes,"from multivariate regression analysis, previous vte (odds ratio [or], 52.8; 95% confidence interval [ci], 35.2-78.6; p < 0.0001), peripherally inserted central catheter (picc)/central line placement (or, 19.6; 95% ci, 9.8-153; p < 0.05), rib graft (or, 4.6; 95% ci, 2.3-8.5; p < 0.0001), age 41 to 60 years (or, 2.65; 95% ci, 1.7-4.3; p < 0.01), inflammatory bowel disease (ibd) (or, 2.6; 95% ci, 1.0-5.5; p < 0.05), and age 61 to 74 years (or, 2.4; 95% ci, 1.2-4.8; p < 0.05) were associated with an increased risk of vte. previous vte, picc/central line, advancing age, ibd, and intraoperative rib graft harvest were most strongly associated with vte in this population cohort..",Yes
32205131,Chemotherapy,Yes,"patterns and risk factors of peripherally inserted central venous catheter-related symptomatic thrombosis events in patients with malignant tumors receiving chemotherapy. objective: peripherally inserted central venous catheter (picc)-related thrombosis (prt) is a serious complication that can lead to interruptions in chemotherapy and other supportive care, as well as increased hospital stay and costs. we conducted a retrospective study to evaluate the patterns of symptomatic prt in patients with cancer undergoing chemotherapy and their risk factors. predictors associated with increased risk of prt were age >60 years (odds ratio [or], 2.142; 95% confidence interval [ci], 1.118-4.103) and a chemotherapy regimen containing fluorouracil (or, 2.429; 95% ci, 1.013-5.825). conclusions: age >60 years and chemotherapy regimens containing fluorouracil were independent risk factors for prt and hypertension with medication was associated with a lower risk of prt in patients with cancer with piccs receiving chemotherapy..",Yes
32205131,Cancer,Yes,we conducted a retrospective study to evaluate the patterns of symptomatic prt in patients with cancer undergoing chemotherapy and their risk factors. conclusions: age >60 years and chemotherapy regimens containing fluorouracil were independent risk factors for prt and hypertension with medication was associated with a lower risk of prt in patients with cancer with piccs receiving chemotherapy..,Yes
32205131,Age,Yes,"predictors associated with increased risk of prt were age >60 years (odds ratio [or], 2.142; 95% confidence interval [ci], 1.118-4.103) and a chemotherapy regimen containing fluorouracil (or, 2.429; 95% ci, 1.013-5.825). conclusions: age >60 years and chemotherapy regimens containing fluorouracil were independent risk factors for prt and hypertension with medication was associated with a lower risk of prt in patients with cancer with piccs receiving chemotherapy..",Yes
32205131,Hypertension,Yes,"hypertension with medication was a protective factor for prt (or, 0.306; 95% ci, 0.113-0.828). conclusions: age >60 years and chemotherapy regimens containing fluorouracil were independent risk factors for prt and hypertension with medication was associated with a lower risk of prt in patients with cancer with piccs receiving chemotherapy..",Yes.
24090605,Chemotherapy,Yes,"conclusion: our retrospective study, although based on a small sample size, suggests that the occurrence of cvc-exit site infections and neutropenic sepsis following chemotherapy significantly increases the risk of crt in aml, independently from the use of lmwh prophylaxis..",Yes.
37205327,Cancer,Yes,"other risk factors included age, male sex, decreased platelet count, increased inr, increased ptt, decreased gfr, icu admission, cvc or picc placement, active cancer, coagulopathy, and in-hospital antiplatelet drug, steroid, or ssri use..",Yes.
23002096,Cancer,Yes,"background: although home parenteral nutrition (hpn) is often indicated in cancer patients, many physicians are concerned about the risks potentially associated with the use of central venous access devices (vads) in these patients. conclusions: in cancer patients, hpn can be safely carried out with a low incidence of complications..",Yes
25198813,Chemotherapy,Yes,one hundred and eighty adult patients candidate to chemotherapy were randomized into three groups: power-injectable piccs with solo-2 proximal valve (bard); power-injectable piccs with pasv (pressure activated safety valve) proximal valve (navilyst); and non-valved power-injectable piccs (medcomp)..,Yes.
23710585,Chemotherapy,Yes,"the multivariable analyses showed that chemotherapy history, less activities and diabetes were the key risk factors for thrombosis. the history of chemotherapy, less activities and diabetes were found to be the key risk factors..",Yes
23710585,Diabete,Yes,"the multivariable analyses showed that chemotherapy history, less activities and diabetes were the key risk factors for thrombosis. the history of chemotherapy, less activities and diabetes were found to be the key risk factors..",Yes
23710585,Cancer,Yes,risk factors associated with picc-related upper extremity venous thrombosis in cancer patients. aims and objectives: to investigate the incidence and risk factors for peripherally inserted central venous catheters-related upper extremity venous thrombosis in patients with cancer..,Yes
