PMID,FACTOR,TEXT
37070255,PICC indwelling time,"there was no significant intergroup difference in the overall rate of catheter-related complications (picc: 9.4% vs cicc: 3.8%; odds ratio [or]: 2.65; 95% confidence interval [ci]: 0.63-10.2, p = 0.145), and there were 7.7 and 9.0 complications per 1000 catheter days in the picc and cicc groups, respectively (hazard ratio [hr]: 0.61; 95% ci: 0.14-2.65, p = 0.513)."
25501778,PICC infection,"four cases of symptomatic upper extremity deep vein thrombosis (5.5%) and three cases of central line-associated bloodstream infection (4.3%, 2.72 infections per 1000 line days) were identified."
24439240,Total parenteral nutrition,a comparative study of peripherally-inserted and broviac catheter complications in home parenteral nutrition patients. background & aims: peripherally inserted central venous catheters (picc) have become increasingly popular for medium to long-term parenteral nutrition (pn) but there is limited data on the complication rates in this sub-group.
24439240,PICC infection,"catheter infection rate was lower in picc (1.87 vs. however, the broviac catheter could be associated with an increase in catheter infection."
23876203,PICC infection,the overall infection rate was 2.3 per 1000 catheter-days with 0.86 per 1000 catheter-days for central line-associated bloodstream infection.
25935657,Chemotherapy,"however, there are few studies on use of piccs in patients with haematological malignancies (hm) receiving intensive chemotherapy. conclusions: this study highlights the utility of a multidisciplinary approach for picc care in adults with hm receiving intensive chemotherapy."
28149507,Age,"occlusion and accidental withdrawal were the most common complications, with age > 65 and catheter pre-occlusive event associated with an increased likelihood of catheter occlusion."
30755503,Chemotherapy,"can peripherally inserted central catheters be safely placed in patients with cancer receiving chemotherapy? a retrospective study of almost 400,000 catheter-days. background: peripherally inserted central catheters (piccs) are central venous catheters (cvcs) that are commonly used in onco-hematologic settings for chemotherapy administration. as there is insufficient evidence to recommend a specific cvc for chemotherapy administration, we aimed to ascertain picc-related adverse events (aes) and identify independent predictors of picc removal in patients with cancer receiving chemotherapy. materials and methods: information on adult patients with cancer with a picc inserted for chemotherapy administration between september 2007 and december 2014 was extracted from six hospital databases. conclusion: use of picc for chemotherapy administration was associated with a low all-aes rate. implications for practice: these findings provide clinicians with evidence that peripherally inserted central catheters (piccs) are safe for chemotherapy administration. they also suggest that clinicians should limit the use of open systems when long chemotherapy regimens are scheduled. moreover, alternatives to piccs should be considered when administering chemotherapy to young men."
30755503,Gender,"more research is needed to explore the interaction between aes, sex, and age."
30755503,Age,"aes increased when picc was inserted at the brachial site (hazard ratio [hr], 1.37; 95% confidence interval [ci], 1.02-1.84) and with open systems (hr, 1.89; 95% ci, 1.24-2.88) and decreased in older men (hr, 0.63; 95% ci, 0.49-0.81). moreover, alternatives to piccs should be considered when administering chemotherapy to young men."
25673995,Chemotherapy,"background: peripherally inserted central catheters (piccs) are widely used in chemotherapy, but the reported picc thrombosis incidence varies greatly, and risks of picc thrombosis are not well defined. the univariable logistic regression analysis showed that complications (odds ratio [or] 1.686, p=0.032), less activity (or 1.476, p=0.006), obesity (or 3.148, p=0.000), and chemotherapy history (or 3.405, p=0.030) were associated with picc thrombosis."
25673995,Cancer,peripherally inserted central catheter thrombosis incidence and risk factors in cancer patients: a double-center prospective investigation. this study was to investigate the incidence and risk factors of picc-related upper extremity vein thrombosis in cancer patients. cancer patients who were subject to picc placement were enrolled and checked by doppler ultrasound weekly for at least 1 month. results: three hundred and eleven cancer patients were enrolled in the study.
25673995,BMI,"the univariable logistic regression analysis showed that complications (odds ratio [or] 1.686, p=0.032), less activity (or 1.476, p=0.006), obesity (or 3.148, p=0.000), and chemotherapy history (or 3.405, p=0.030) were associated with picc thrombosis. multivariate analysis showed that less activity (or 9.583, p=0.000) and obesity (or 3.466, p=0.014) were significantly associated with picc thrombosis. less activity and obesity are risk factors of picc-related thrombosis."
25673995,Performans score_performance status_karnofsky_ECOG_Less activity_bedridden > 72h,"the univariable logistic regression analysis showed that complications (odds ratio [or] 1.686, p=0.032), less activity (or 1.476, p=0.006), obesity (or 3.148, p=0.000), and chemotherapy history (or 3.405, p=0.030) were associated with picc thrombosis. multivariate analysis showed that less activity (or 9.583, p=0.000) and obesity (or 3.466, p=0.014) were significantly associated with picc thrombosis. less activity and obesity are risk factors of picc-related thrombosis."
23440314,Cancer,"peripherally inserted central catheter placement in cancer patients with profound thrombocytopaenia: a prospective analysis. we prospectively determined the frequency of haemorrhagic complications of picc placement in cancer patients with uncorrected profound thrombocytopaenia. results: one hundred and forty-three picc implantations in 101 cancer patients were prospectively included in the study: seven patients (7 %) had a solid tumour and 94 (93 %) a haematological malignancy. conclusions: in cancer patients with uncorrected profound thrombocytopaenia, the incidence of adverse events after picc implantation was low, and was limited to minor haemorrhagic adverse events. key points: • picc placement has high technical success in profound thrombocytopaenic cancer patients."
23440314,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"methods: profound thrombocytopaenia was defined as a platelet count <50 × 10(9)/l. among these 143 procedures in thrombocytopaenic patients, 93 (65 %) were performed with a platelet count 20-50 × 10(9)/l and 50 (35 %) had lower than 20 × 10(9)/l. in patients with a platelet count <20 × 10(9)/l, 1/50 (2 %) had minor oozing and none had minor haematoma. • picc placement does not routinely require platelet transfusion in patients with thrombocytopaenia. • such picc placement still seems safe when the platelet count is <20 × 10 (9) /l."
27978519,PICC insertion procedure,"methods: twenty-five als patients in the later stages of the disease underwent picc insertion followed by parenteral nutrition (pn). results: picc insertion was successful in all patients. conclusion: picc insertion for pn at a later stage of als, in patients for whom gastrostomy is non-feasible, appears to be a useful option compared to the central venous catheter."
27978519,Total parenteral nutrition,methods: twenty-five als patients in the later stages of the disease underwent picc insertion followed by parenteral nutrition (pn).
29872323,Cancer,"patients and methods: this was a retrospective cohort study of npc patients with picc insertions from february 2, 2007 to december 25, 2014 in sun yat-sen university cancer centre. the incidence and predictors of symptomatic venous thromboembolism associated with peripherally inserted central catheters in patients with nasopharyngeal carcinoma. background: despite wide usage, peripherally inserted central catheter (picc)-related venous thromboembolism (vte) is common in nasopharyngeal carcinoma (npc) patients. in univariable analysis, body mass index (bmi), eastern cooperative oncology group (ecog) score, metastasis stage (m stage), and vte history were associated with symptomatic picc-vte."
29872323,BMI,"in univariable analysis, body mass index (bmi), eastern cooperative oncology group (ecog) score, metastasis stage (m stage), and vte history were associated with symptomatic picc-vte. following multivariable adjustments, bmi (or 0.900, p=0.007), ecog score (or 4.162, p=0.011), m stage (or 2.717, p=0.019), and vte history (or 109.772, p<0.001) were still statistically significant. those with vte history and lower bmi and worse ecog performance score metastatic npc patients are more susceptible to symptomatic picc-related thrombosis and thus may require prophylactic anticoagulation."
29872323,Performans score_performance status_karnofsky_ECOG_Less activity_bedridden > 72h,"those with vte history and lower bmi and worse ecog performance score metastatic npc patients are more susceptible to symptomatic picc-related thrombosis and thus may require prophylactic anticoagulation. in univariable analysis, body mass index (bmi), eastern cooperative oncology group (ecog) score, metastasis stage (m stage), and vte history were associated with symptomatic picc-vte. following multivariable adjustments, bmi (or 0.900, p=0.007), ecog score (or 4.162, p=0.011), m stage (or 2.717, p=0.019), and vte history (or 109.772, p<0.001) were still statistically significant."
25664112,BMI,"the medical information of 159 patients (age, body mass index (bmi), diagnosis, smoking history, nutritional risk score, platelet count, leucocyte count as well as levels of d-dimer, fibrinogen, and degradation products of fibrin) were collected."
25664112,Smoking,"the medical information of 159 patients (age, body mass index (bmi), diagnosis, smoking history, nutritional risk score, platelet count, leucocyte count as well as levels of d-dimer, fibrinogen, and degradation products of fibrin) were collected."
25664112,Number of comorbidities/HTA/Hyperglycemia,"being bedridden for a long time (odds ratio [(or]), 17.774; p=0.0017), d-dimer >5 mg/l (36.651; 0.0025) and suffering from one comorbidity (8.39; 0.0265) or more comorbidities (13.705; 0.0083) were the major risk factors for picc-catheter related venous thrombosis by stepwise logistic regression analysis. being bedridden >72 h, having increased levels of d-dimer (>5 mg/l) and suffering from comorbidities were independent risk factors of picc-related venous thrombosis."
25664112,Performans score_performance status_karnofsky_ECOG_Less activity_bedridden > 72h,"being bedridden for a long time (odds ratio [(or]), 17.774; p=0.0017), d-dimer >5 mg/l (36.651; 0.0025) and suffering from one comorbidity (8.39; 0.0265) or more comorbidities (13.705; 0.0083) were the major risk factors for picc-catheter related venous thrombosis by stepwise logistic regression analysis. being bedridden >72 h, having increased levels of d-dimer (>5 mg/l) and suffering from comorbidities were independent risk factors of picc-related venous thrombosis."
25664112,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"the medical information of 159 patients (age, body mass index (bmi), diagnosis, smoking history, nutritional risk score, platelet count, leucocyte count as well as levels of d-dimer, fibrinogen, and degradation products of fibrin) were collected."
27033138,Two or more lumens,"limiting the number of lumens in peripherally inserted central catheters to improve outcomes and reduce cost: a simulation study. background the number of peripherally inserted central catheter (picc) lumens is associated with thrombotic and infectious complications. conclusion hospital policies that limit the number of picc lumens may enhance patient safety and reduce healthcare costs. because multilumen piccs are not necessary in all patients, policies that limit their use may improve safety and cost. methods model inputs, including risk of complications and costs associated with single- and multilumen piccs, were obtained from available literature and a multihospital collaborative quality improvement project. results according to our model, a hospital that places 1,000 piccs per year (25% of which are single-lumen and 75% multilumen) experiences annual picc-related maintenance and complication costs of $1,228,598 (95% ci, $1,053,175-$1,430,958)."
27033138,PICC infection,"cost savings and reduction in central line-associated bloodstream infection and deep vein thrombosis events from institution of a single-lumen picc default policy were reported. in such facilities, every 5% increase in single-lumen picc use would prevent 0.5 picc-related central line-associated bloodstream infections and 0.5 picc-related deep vein thrombosis events, while saving $23,500."
24246096,Cancer,"five baseline exposure factors, including primary lung cancer, metastatic lung cancer, chest radiotherapy, vigorous coughing and severe vomiting, were significant risk factors of picc spontaneous dislodgment."
27179394,PICC indwelling time,"results: significant outcomes included a central-line associated blood stream infection rate that changed from 1.38/1,000 catheter days to 0/1,000 catheter days, 0 provider-led premature picc removals, an overall 84% decrease in premature picc removals (from 16%-2.5%; p < .0001), a decrease in the total complication rate from 45.5%-24% (p < .0001), and 25% reduction in radiology costs."
27179394,PICC infection,"a novel infection prevention approach: leveraging a mandatory electronic communication tool to decrease peripherally inserted central catheter infections, complications, and cost. background: peripherally inserted central catheters (piccs) removed prematurely for unconfirmed infection or thrombosis lead to subsequent reinsertions and associated complications. results: significant outcomes included a central-line associated blood stream infection rate that changed from 1.38/1,000 catheter days to 0/1,000 catheter days, 0 provider-led premature picc removals, an overall 84% decrease in premature picc removals (from 16%-2.5%; p < .0001), a decrease in the total complication rate from 45.5%-24% (p < .0001), and 25% reduction in radiology costs. conclusion: a novel infection prevention approach leveraging a mect resulted in 0 central line-associated bloodstream infections and provider-led premature picc removals."
24954426,ICU,"picc aes accounted for increased intensive care unit admissions, ht list inactivations, and overall cost."
24954426,Transplantation,are peripherally inserted central catheters associated with increased risk of adverse events in status 1b patients awaiting transplantation on continuous intravenous milrinone? . background: peripherally inserted central catheters (piccs) are used to deliver continuous intravenous (iv) milrinone in stage d heart failure (hf) patients awaiting heart transplantation (ht).
24954426,PICC infection,"results: fifty-three picc aes occurred in 35 patients (27%), consisting of 48 infections, 4 thromboses, and 1 bleeding event. median duration of picc support was 63 (interquartile range [iqr] 34-131) days, and median time to first picc infection was 44 (iqr 14-76) days. among picc infections, 9% required defibrillator removal and 30% were inactivated on the ht list for a mean of 23 ± 17 days. regression analysis found that a double lumen picc was associated with a shorter time to first picc infection (hazard ratio 7.59, 95% ci 1.97-29.23; p = .003). median cost per picc infection was $10,704 (iqr $7,401-$26,083). conclusions: picc infections were the most frequent aes. piccs with >1 lumen were associated with increased risk of infection."
23838218,Two or more lumens,"immunosuppression (p<.01), power-injectable piccs (p=.05), and 3 picc lumens compared with 1 lumen (p=.02) were associated with clabsi. conclusions: immunosuppression and 3 picc lumens were associated with increased risk of clabsi."
23838218,Power injectable PICC,"immunosuppression (p<.01), power-injectable piccs (p=.05), and 3 picc lumens compared with 1 lumen (p=.02) were associated with clabsi. power-injectable piccs were also associated with increased vt formation (p=.03). power-injectable piccs were associated with increased risk of clabsi and vt formation."
23838218,Immunosuppression,"immunosuppression (p<.01), power-injectable piccs (p=.05), and 3 picc lumens compared with 1 lumen (p=.02) were associated with clabsi. conclusions: immunosuppression and 3 picc lumens were associated with increased risk of clabsi."
23838218,PICC insertion procedure,"objective: peripherally inserted central catheter (picc) tip malposition is potentially associated with complications, and postplacement adjustment of piccs is widely performed."
23838218,PICC infection,impact of postplacement adjustment of peripherally inserted central catheters on the risk of bloodstream infection and venous thrombus formation. we sought to characterize the association between central line-associated bloodstream infection (clabsi) or venous thrombus (vt) and picc adjustment.
24005884,Chemotherapy,"comparison of peripherally inserted central venous catheters (picc) versus subcutaneously implanted port-chamber catheters by complication and cost for patients receiving chemotherapy for non-haematological malignancies. purpose: indwelling central venous catheters (cvcs) have been increasingly used to enable delivery of intravenous chemotherapy. we aimed to compare the safety and cost of two commonly used cvcs, peripherally inserted central venous catheter (piccs) and ports, in the delivery of chemotherapy in patients with non-haematological malignancies. conclusions: port devices are associated with a lower risk of complications, with no difference in cost, compared to picc lines in patients with non-haematological malignancies receiving intravenous chemotherapy."
24005884,PICC indwelling time,"major complication rate was lower in the port arm compared to the picc arm (0.047 versus 0.193 major complications/100 catheter days, p = 0.034) with 6 versus 20 % of patients experiencing major complications, respectively."
27895356,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"the level of blood platelet (plt) count, prothrombin activity (pta) and white blood cell (wbc) count before venous catheterisation were independent risk factors for bleeding at the puncture site and catheter-related infections."
27895356,PICC infection,"the level of blood platelet (plt) count, prothrombin activity (pta) and white blood cell (wbc) count before venous catheterisation were independent risk factors for bleeding at the puncture site and catheter-related infections."
31970514,PICC infection,"severe bloodstream infections occurred at a rate of 0.60 per 1000 catheter days (n = 11, 2.1%), deep vein thrombosis at a rate of 0.82 per 1.000 catheter days (n = 15, 2.9%) and local inflammation at a rate of 1.26 per 1.000 catheter days (n = 23, 4.4%). particular attention should be payed to early identification of picc associated bloodstream infections."
30704933,Chemotherapy,"a frontline approach with peripherally inserted versus centrally inserted central venous catheters for remission induction chemotherapy phase of acute myeloid leukemia: a randomized comparison. thereafter, all patients underwent intensive chemotherapy for hematologic remission induction. the use of a picc is safer than that of a cicc and maintains the effectiveness for patients with aml undergoing chemotherapy, with an approximate fourfold lower combined risk of infection or thrombosis at 30 days."
30704933,Age,"the use of a picc is safer than that of a cicc and maintains the effectiveness for patients with aml undergoing chemotherapy, with an approximate fourfold lower combined risk of infection or thrombosis at 30 days."
30704933,PICC infection,"the primary endpoint was catheter-related (cr)-bloodstream infection (bsi) and venous thrombosis (vt) rate. using piccs, the reduction in bsi and symptomatic vt decreased mortality from cr infection and venous thromboembolism. the use of a picc is safer than that of a cicc and maintains the effectiveness for patients with aml undergoing chemotherapy, with an approximate fourfold lower combined risk of infection or thrombosis at 30 days."
34432170,Cancer,"a model to assess the risk of peripherally inserted central venous catheter-related thrombosis in patients with breast cancer: a retrospective cohort study. purpose: limited risk assessment tool to stratify the risk of picc-related thrombosis (picc-rvt) in breast cancer patients. this study developed a model to assess the risk of picc-rvt in breast cancer patients. methods: we conducted a retrospective cohort study of 1284 breast cancer patients receiving picc insertion from january 1, 2015, to august 31, 2019, at a cancer specialized hospital in hunan province, china. conclusion: several disease-specific factors of breast cancer (e.g., menopause, endocrine therapy, and upper extremity lymphedema) play important roles in the development of picc-rvt."
34432170,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"multivariable analysis identified 9 variables: chronic obstructive pulmonary disease, prior central venous catheter placement, higher level of platelets, higher level of d-dimer, lower level of activated partial thromboplastin time, menopause, no prior breast surgery, upper extremity lymphedema, and endocrine therapy."
34432170,Surgery_type of surgery,"multivariable analysis identified 9 variables: chronic obstructive pulmonary disease, prior central venous catheter placement, higher level of platelets, higher level of d-dimer, lower level of activated partial thromboplastin time, menopause, no prior breast surgery, upper extremity lymphedema, and endocrine therapy."
34432170,Menopause_endocrine therapy_hormone use,"multivariable analysis identified 9 variables: chronic obstructive pulmonary disease, prior central venous catheter placement, higher level of platelets, higher level of d-dimer, lower level of activated partial thromboplastin time, menopause, no prior breast surgery, upper extremity lymphedema, and endocrine therapy. conclusion: several disease-specific factors of breast cancer (e.g., menopause, endocrine therapy, and upper extremity lymphedema) play important roles in the development of picc-rvt."
27542955,Cancer,"the prevalence and incidence rates of crt in our al patients were higher than predicted for a general cancer patient population. incidence of catheter-related thrombosis in acute leukemia patients: a comparative, retrospective study of the safety of peripherally inserted vs. concomitant severe thrombocytopenia makes anticoagulation for catheter-related thrombosis (crt) in patients with acute leukemia (al) a challenge. our objective is to compare the incidence rate of crt in leukemia inpatients who received either a picc vs."
27542955,PICC indwelling time,"the incidence rates were 1.89 and 0.52 per 1000 catheter day in the picc and cicc groups, respectively."
27020965,Chemotherapy,"peripherally inserted central catheters (piccs) in cancer patients under chemotherapy: a prospective study on the incidence of complications and overall failures. background and objectives: the increasing use of peripherally inserted central venous catheters (piccs) for chemotherapy has led to the observation of an elevated risk of complications and failures. methods: a prospective study was conducted at a single cancer institution on 291 picc placement for chemotherapy. statistically significant risk factors were previous dvt (hr 2.95, 95%ci 1.33-6.53), reason for picc implant (hr 3.65, 95%ci 1.12-10.34) and 5-fluorouracil, oxaliplatin and bevacizumab based chemotherapy (hr 3.11, 95%ci 1.17-8.26). conclusions: picc is a safe venous device for chemotherapy delivery. nevertheless, a 15% rate of failure has to be taken in account when planning picc insertion for chemotherapy purposes."
27020965,PICC insertion procedure,"nevertheless, a 15% rate of failure has to be taken in account when planning picc insertion for chemotherapy purposes."
27020965,PICC indwelling time,"reasons for failures were upper extremity deep venous thrombosis (uedvt) 12 (4.1%), central line associate bloodstream infection (clabsi) 5 (1.7%) with an infection rate of 0.95 per 1,000 catheter days, exit site infection 9 (3.1%) with a rate of 1.46 per 1,000 catheter days, catheter dislodgment 11 (3.8%), and occlusion 7 (2.4%)."
27020965,PICC infection,"reasons for failures were upper extremity deep venous thrombosis (uedvt) 12 (4.1%), central line associate bloodstream infection (clabsi) 5 (1.7%) with an infection rate of 0.95 per 1,000 catheter days, exit site infection 9 (3.1%) with a rate of 1.46 per 1,000 catheter days, catheter dislodgment 11 (3.8%), and occlusion 7 (2.4%)."
35034480,Cancer,"a previous report on breast cancer patients demonstrated the safety and efficacy of these devices, with a very low failure rate."
33893843,Chemotherapy,"however, patients with higher caprini scores and higher fibrinogen levels are at increased risk for picc-rvt, as are patients receiving chemotherapy."
33893843,Cancer,plasminogen activator inhibitor-1 gene promoter 4g/5g polymorphism and risks of peripherally inserted central catheter-related venous thrombosis in patients with lung cancer: a prospective cohort study. purpose: this study investigated the influence of plasminogen activator inhibitor-1 (pai-1) gene polymorphisms and other contributing clinical factors on peripherally inserted central catheter-related venous thrombosis (picc-rvt) in chinese patients with lung cancer. conclusion: our finding suggested that there is no statistically significant influence of the pai-1 4g/5g gene variant on picc-rvt in chinese patients with lung cancer.
33893843,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"a higher fibrinogen level (or 1.194, 95% ci 1.004-1.420, p = 0.045) and a higher caprini score (or 1.698, 95% ci 1.103-2.614, p = 0.016) were statistically significant risk factors for picc-rvt. however, patients with higher caprini scores and higher fibrinogen levels are at increased risk for picc-rvt, as are patients receiving chemotherapy."
34673343,PICC infection,"after a median follow-up of 334 [130-798] days, there were no differences in the rates of local (0.22 vs 0.21; p = 0.904) or blood-stream infections (0.13 vs 0.21; p = 0.405)."
34673343,Hypertension,complications associated with peripherally inserted central catheters and hickman™ in patients with advanced pulmonary hypertension treated with intravenous prostanoids. evidence regarding the comparison between peripherally inserted central catheters (picc) or tunneled central catheters in pulmonary hypertension (ph) is scarce.
36726149,Cancer,"efficacy and safety of rivaroxaban for the treatment of picc-related upper extremity deep vein thrombosis in cancer patients: a retrospective study. background: the optimal duration and choice of anticoagulant for the treatment of peripherally inserted central catheters (picc)-related upper extremity deep vein thrombosis (uedvt) in cancer patients are still undetermined. objectives: the aim of this study was to assess the efficacy and safety of rivaroxaban for the treatment of picc-related uedvt in cancer patients. methods: we conducted a retrospective cohort study including consecutive cancer patients for the management of acute symptomatic picc-related uedvt. conclusion: our study supported the efficacy of rivaroxaban for treating picc-related uedvt in cancer patients. considering the risk-benefit ratio, further well-designed trials are required to optimize the drug selection and duration for the treatment of picc-related uedvt in cancer patients."
31948240,Chemotherapy,permanent venous access devices allow the application of chemotherapy and repeated blood sample collections with minimal impact on the quality of life in cancer patients.
31948240,Cancer,"venous access in cancer patients. the most commonly used permanent venous access devices in cancer patients are the port, picc port and picc catheter (peripherally inserted central catheter). it is always necessary to consider the type of venous access needed for each individual cancer patient. permanent venous access devices allow the application of chemotherapy and repeated blood sample collections with minimal impact on the quality of life in cancer patients."
32572092,Cancer,a longitudinal observational retrospective study on risk factors and predictive model of picc associated thrombosis in cancer patients.
32572092,Gender,"tumor, sex, age, weight, height, bmi, bsa, ps, wbc, bpc, pt, d-dimer, aptt, fib, smoking history, location, catheter length, ratio and number as independent variables were analyzed by fisher's scoring, then logistic risk regression, roc analysis and nomogram was introduced."
32572092,BMI,"tumor, sex, age, weight, height, bmi, bsa, ps, wbc, bpc, pt, d-dimer, aptt, fib, smoking history, location, catheter length, ratio and number as independent variables were analyzed by fisher's scoring, then logistic risk regression, roc analysis and nomogram was introduced."
32572092,Smoking,"tumor, sex, age, weight, height, bmi, bsa, ps, wbc, bpc, pt, d-dimer, aptt, fib, smoking history, location, catheter length, ratio and number as independent variables were analyzed by fisher's scoring, then logistic risk regression, roc analysis and nomogram was introduced."
26202391,Chemotherapy,"multivariate logistic regression analysis showed a higher picc-related infection rate with chemotherapy (odds ratio (or) 7.2-confidence interval (ci) 95% [1.77-29.5]), auto/allograft (or 5.9-ci 95% [1.2-29.2]), and anti-coagulant therapy (or 2.2-95% [1.4-12]). conclusion: chemotherapy, auto/allograft, and anti-coagulant therapy are associated with an increased risk of developing picc-related infections. clinical advance: chemotherapy, auto/allograft, and anti-coagulant therapy are important predictors of picc-associated infections."
26202391,PICC infection,"peripherally inserted central catheter-related infections in a cohort of hospitalized adult patients. all picc-related infections were recorded and categorized as catheter-related bloodstream infections (cr-bsi), exit-site infections, and septic thrombophlebitis. 31 (3.4%) picc-related infections occurred during the study period corresponding to an infection rate of 1.64 per 1000 catheter-days. we observed 27 (87.1%) cr-bsi, corresponding to a rate of 1.43 per 1000 catheter-days, 3 (9.7%) septic thrombophlebitis, and 1 (3.2%) exit-site infection. multivariate logistic regression analysis showed a higher picc-related infection rate with chemotherapy (odds ratio (or) 7.2-confidence interval (ci) 95% [1.77-29.5]), auto/allograft (or 5.9-ci 95% [1.2-29.2]), and anti-coagulant therapy (or 2.2-95% [1.4-12]). conclusion: chemotherapy, auto/allograft, and anti-coagulant therapy are associated with an increased risk of developing picc-related infections. clinical advance: chemotherapy, auto/allograft, and anti-coagulant therapy are important predictors of picc-associated infections. a careful assessment of these risk factors may be important for future success in preventing picc-related infections."
26202391,Anticoagulants therapy,"multivariate logistic regression analysis showed a higher picc-related infection rate with chemotherapy (odds ratio (or) 7.2-confidence interval (ci) 95% [1.77-29.5]), auto/allograft (or 5.9-ci 95% [1.2-29.2]), and anti-coagulant therapy (or 2.2-95% [1.4-12]). conclusion: chemotherapy, auto/allograft, and anti-coagulant therapy are associated with an increased risk of developing picc-related infections. clinical advance: chemotherapy, auto/allograft, and anti-coagulant therapy are important predictors of picc-associated infections."
35943390,Chemotherapy,the most common indications for picc use were antibiotics (34.5%) and difficult access or blood draws (21.6%); chemotherapy was the primary indication in only 15.7% of patients. conclusions: piccs were associated with significant complications in hospitalized patients who had solid malignancies and were often used for reasons other than chemotherapy.
35943390,PICC infection,"major complications were defined as central line-associated bloodstream infection, deep vein thrombosis, pulmonary embolism, and catheter occlusion. a major picc-related complication occurred in 491 patients (15.2%); catheter occlusion was the most prevalent complication (n = 322; 10.0%) followed by deep vein thrombosis (n = 116; 3.6%), central line-associated bloodstream infection (n = 82; 2.5%), and pulmonary embolism (n = 20; 0.6%). overall, 15.2% of patients experienced a complication, including central line-associated bloodstream infections, deep vein thrombosis, pulmonary embolism, or catheter occlusion."
35763062,Age,"lowering platelet count threshold to 10,000/µl for peripherally inserted central catheter placement safely conserves blood products. we assessed the impact of lowering prophylactic platelet administration threshold on blood product utilization patterns and bleeding events. the study population included patients with platelet counts ≥ 10,000/µl and < 50,000/µl undergoing picc placement in 2018 and 2019 when the minimum platelet thresholds were 50,000/µl and 10,000/µl, respectively. thirty-five patients using the 10,000/µl (10 k) platelet threshold and 46 patients using the 50,000/µl (50 k) platelet threshold were enrolled. lowering the minimum platelet threshold from 50,000/µl to 10,000/µl resulted in less prophylactic platelet and total blood product administration with no appreciable difference in picc insertion-related bleeding."
35763062,PICC insertion procedure,"the primary outcome was blood product utilization and the secondary outcome was picc insertion-related bleeding complications. the 50 k group received more platelets before picc insertion (0.870 ± 0.885 and 0.143 ± 0.430 pools of platelets-per-person, p < 0.001). immediately following picc insertion, minor bleeding occurred in five patients (two [4.3%] and three [8.6%] in the 50 k and 10 k groups, respectively). lowering the minimum platelet threshold from 50,000/µl to 10,000/µl resulted in less prophylactic platelet and total blood product administration with no appreciable difference in picc insertion-related bleeding."
35763062,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"lowering platelet count threshold to 10,000/µl for peripherally inserted central catheter placement safely conserves blood products. despite the low risk of peripherally inserted central catheter (picc) insertion-related bleeding, the practice of administering prophylactic platelets varies greatly. we assessed the impact of lowering prophylactic platelet administration threshold on blood product utilization patterns and bleeding events. the study population included patients with platelet counts ≥ 10,000/µl and < 50,000/µl undergoing picc placement in 2018 and 2019 when the minimum platelet thresholds were 50,000/µl and 10,000/µl, respectively. thirty-five patients using the 10,000/µl (10 k) platelet threshold and 46 patients using the 50,000/µl (50 k) platelet threshold were enrolled. the 50 k group received more platelets before picc insertion (0.870 ± 0.885 and 0.143 ± 0.430 pools of platelets-per-person, p < 0.001). lowering the minimum platelet threshold from 50,000/µl to 10,000/µl resulted in less prophylactic platelet and total blood product administration with no appreciable difference in picc insertion-related bleeding."
27818170,ICU,"methods: we implemented a prospective study between jan 1, 2013, and sept 12, 2015, in patients (age ≥18 years) admitted to a general medicine ward or intensive care unit who received a picc for any reason during clinical care in 47 hospitals in michigan, usa, with a maximum follow-up of 70 days."
27818170,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"association between delivery methods for red blood cell transfusion and the risk of venous thromboembolism: a longitudinal study. background: mechanisms of red blood cell delivery and their contribution to the incidence of venous thromboembolism are not well understood in the clinical setting. we assessed whether red blood cell transfusion through peripherally inserted central catheters (piccs) affects the risk of venous thromboembolism compared with transfusion through non-picc devices. the exposure of interest was route of red blood cell transfusion. of 788 patients who received a red blood cell transfusion through a multi-lumen picc, 61 had venous thromboembolism. for every red blood cell unit transfused through a picc, there was a significantly increased risk of venous thromboembolism (adjusted hr 1·24, 95% ci 1·01-1·52; p=0·037). interpretation: red blood cell delivery through a multi-lumen picc is associated with a greater risk of thrombosis than transfusion through a peripheral intravenous catheter. careful monitoring for venous thromboembolism when transfusing red blood cells through multi-lumen piccs seems necessary."
30673943,Chemotherapy,"patients treated with picc removal alone were more likely to have hematologic malignancy, receive chemotherapy, develop thrombocytopenia, and have brachial vein thrombosis."
30673943,Cancer,"patients treated with picc removal alone were more likely to have hematologic malignancy, receive chemotherapy, develop thrombocytopenia, and have brachial vein thrombosis."
36853924,Cancer,clinical study of complications of a peripherally inserted central catheter in cancer patients. aim: to evaluate complications after picc use in cancer patients. this study demonstrated the effectiveness of picc and that patients with haematological cancer are more prone to multiple picc passages and more mechanical complications and infections.
36853924,PICC infection,"the most common complications were mechanical complications (61.2%), infection (38%), and thrombosis (57.1%). this study demonstrated the effectiveness of picc and that patients with haematological cancer are more prone to multiple picc passages and more mechanical complications and infections."
33860712,Age,the incidences of picc-uevt were 4.5% for d-dimer above the age-adjusted threshold and 1.5% for below the threshold (p = 0.001).
