PMID,YEAR,TITLE,ABSTRACT,LANGUAGE,TYPE,MH,OT
36644041,2022,Incidence and Risk Factors for Superficial and Deep Vein Thrombosis in Post-Craniotomy/Craniectomy Neurosurgical Patients. ,"Background Venous thromboembolism (VTE) is quite common among post-operative neurosurgical patients. This study aims to identify the incidence of deep vein thrombosis (DVT) and superficial vein thrombosis (SVT) among post-craniotomy/craniectomy patients and further evaluate established hypercoagulability risk factors such as trauma, tumors, and surgery. Methodology This single-center retrospective study investigated 197 patients who underwent a craniotomy/craniectomy. The incidences of DVT and SVT were compared, along with laterality and peripherally inserted central catheter (PICC) line involvement. A multivariate logistic regression analysis was conducted to identify risk factors for post-craniotomy/craniectomy VTE. This model included variables such as age, post-operative days before anticoagulant administration, female sex, indications for surgery such as tumor and trauma, presence of a PICC line, and anticoagulant administration. Results Among the 197 post-craniotomy/craniectomy patients (39.6% female; mean age 53.8±15.7 years), the incidences of DVT, SVT, and VTE were 4.6%, 9.6%, and 12.2%, respectively. The multivariate logistic regression analysis found that increasing the number of days between surgery and administration of anticoagulants significantly increased the risk of VTE incidence (odds ratio 1.183, 95% CI 1.068-1.311, p = 0.001). Conclusions Contrary to existing evidence, this study did not find trauma or the presence of tumors to be risk factors for VTE. Future prospective studies should assess VTE risk assessment models such as ""3 Bucket"" or ""Caprini"" to develop universal guidelines for administering anticoagulant therapy to post-craniotomy/craniectomy patients that consider the timing of post-operative therapy initiation. ",['eng'],['Journal Article'],[],"['brain tumor' 'craniectomy' 'craniotomy' 'deep vein thrombosis'
 'neurosurgery' 'neurotrauma' 'post-neurosurgery complication'
 'superficial vein thrombosis' 'venous thromboembolism'
 'venous thromboembolism prophylaxis']"
35382174,2022,Prevalence of Central Line-Associated Bloodstream Infections (CLABSI) in Intensive Care and Medical-Surgical Units. ,"BACKGROUND:  Central line-associated bloodstream infections (CLABSIs) remain an important preventable healthcare-associated infection with a 2020 rate of 0.87 (per 1,000 central line days) in the United States intensive care units (ICU). METHODS:  This was a retrospective cohort study of all adult patients in our institution. The total number of central venous catheter (CVC) insertions and line days were determined using daily unit logs maintained by unit managers. Central line insertion practice (CLIP) compliance was calculated as the total number of CLIP forms submitted divided by the total number of newly-inserted CVCs with and without associated CLIP forms as determined by unit logs. RESULTS: A total of 1,125 CVCs were reviewed (448 - ICU and 677 - medical-surgical units). Of the 13 CLABSI, one patient had internal jugular (IJ), one patient had subclavian (SC), four patients had femoral, three patients had peripherally inserted central catheter (PICC) and four patients had hemodialysis catheters. Patients with CLABSI had CVC inserted for a range of five to 92 days with the average number of line days being 29 days. CONCLUSION:  Based on the analysis of our CLABSI patient population, we recommend our institution implement the following criteria to decrease the prevalence of CLABSI: All patients receiving a CVC must adhere to CLIP documentation in all units, any femoral or HD CVC placed without a CLIP form should have the line changed within 48 hours, those patients with a femoral CVC or hemodialysis catheter in place for four days or greater with an abnormal WBC (<4.0 or >11 mg/dL) or abnormal temperature (<97.0F or >100.4F) should be considered for catheter exchange, and those patients with an IJ, SC, or PICC CVC in place for seven days or greater with an abnormal WBC or abnormal temperature should have the catheter changed. ",['eng'],['Journal Article'],[],['central line' 'clabsi' 'critical care' 'infectious disease' 'trauma']
35495896,2022,Application of Nursing Intervention Based on Intelligent Grip Strength System in Patients with Tumor PICC: A Case-Control Study on Promoting Functional Exercise and Quality of Life. ,"OBJECTIVE: A case-control study was conducted to elucidate the impact of application of nursing intervention based on intelligent grip strength system in patients with tumor peripherally inserted central catheter (PICC) on promoting functional exercise and life quality. METHODS: A total of 100 patients with tumor PICC treated in our hospital from April 2019 to April 2021 were enrolled. The patients were randomly assigned into control group and study group. The control group received routine nursing, and the study group received nursing intervention based on intelligent grip strength system. RESULTS: First of all, we compared the nursing satisfaction between the two groups: the study group was very satisfied in 43 cases, satisfactory in 6 cases, and general in 1 case, and the satisfaction rate was 100.00%, while in the control group, 29 cases were very satisfied, 10 cases were satisfied, 6 cases were general, and 5 cases were dissatisfied. The satisfaction rate was 90.00%. As such, the nursing satisfaction of the study group was higher compared to the control (P < 0.05). Secondly, we compared the average blood flow velocity per unit time of axillary vein at different moments. Before catheterization, there exited no significant difference (P > 0.05). The average blood flow velocity per unit time of axillary vein in the study group was faster compared to the control at different time points (P < 0.05). In terms of the average blood flow velocity per unit time of axillary vein at different time points between the two groups, there exited no significant difference before catheterization (P > 0.05). But 14 and 28 days after catheterization, the average blood flow velocity per unit time of axillary vein in the study group was better when compared to the control (P < 0.05). Comparing the incidence of catheter-related complications, the incidence of catheter-related complications such as redness and swelling, phlebitis, catheter occlusion, and catheter slip in the study group (12.00%) was lower compared to the control (60.00%) (P < 0.05). There was no significant difference in vascular diameter, peak blood flow velocity, and vascular pressure between the two groups before nursing (P > 0.05), but after nursing, the vascular diameter and peak blood flow velocity group were higher, and the vascular pressure was lower in the study (P < 0.05). Comparing the scores of functional exercise compliance, the scores of grip exercise compliance, exercise monitoring compliance, active help seeking compliance, exercise attention compliance, and the total score of compliance in the study group were higher compared to the control (P < 0.05). Finally, we compared the scores of life quality. Before nursing, there exhibited no significant difference between the two groups (P > 0.05). The scores of physiological function, psychological function, social function, and health self-cognition in the study group were lower when compared to control (P < 0.05). CONCLUSION: The utilization of intelligent grip strength system can improve the functional exercise compliance of PICC patients, effectively facilitate the venous blood circulation of upper limbs, and strengthen the life quality, as well as reduce the incidence of catheter-related thrombosis. However, more multicenter, large sample, randomized controlled studies should be carried out to explore the impact of intelligent grip strength system on the long-term effect of functional exercise in patients with PICC. ",['eng'],"['Journal Article' 'Multicenter Study' 'Randomized Controlled Trial'
 'Retracted Publication']","['Case-Control Studies' '*Catheterization, Central Venous/adverse effects'
 'Hand Strength' 'Humans' '*Neoplasms/therapy' 'Quality of Life']",[]
33594508,2021,Assessing the thrombosis risk of peripherally inserted central catheters in cancer patients using Caprini risk assessment model: a prospective cohort study. ,"PURPOSE: There was no optimal risk assessment tool to stratify the risk of peripherally inserted central catheter-related venous thromboembolism (PICC-RVT) in cancer patients. We currently use the Caprini risk assessment model for thrombotic risk assessment, but no evidence exists on the effectiveness of Caprini in such patients. This study was to assess the validity of the Caprini in Chinese cancer patients with PICCs. METHODS: We conducted a prospective study of 468 participants. Following calculating the Caprini score, color Doppler ultrasonography was performed every 7 days for 3 weeks to confirm PICC-RVT. RESULTS: There was a correlation between PICC-RVT and the Caprini score. Compared with scores of 5, the risk was 2.089-fold greater (95% CI 1.165-3.743, P = 0.012) in patients with a score of 6 and 7, and 7.156-fold greater (95% CI 3.157-16.217, P < 0.001) in patients with scores ≥8. The area under the receiver-operating characteristic curve was 0.636 (95% CI 0.590-0.680; P < 0.001). 6 was the best cutoff point for Caprini, with a sensitivity of 0.76 and a specificity of 0.44. CONCLUSIONS: The Caprini can be used for high-risk screening of the PICC-RVT in cancer patients, and classification of the highest risk level using a score of 6 can be more clinically significant compared to 5 as recommended. The results provide evidence for the practitioner's early use of the Caprini to assess the thrombotic risk in patients with PICCs and take timely prevention measures. But pharmacological prevention should be considered seriously for its low specificity. ",['eng'],['Journal Article'],"['*Catheterization, Central Venous/adverse effects'
 '*Catheterization, Peripheral/adverse effects' 'Catheters' 'Humans'
 '*Neoplasms' 'Prospective Studies' 'Retrospective Studies'
 'Risk Assessment' 'Risk Factors' '*Thrombosis/etiology']","['Caprini risk assessment model' 'cancer'
 'peripherally inserted central catheter' 'risk stratification'
 'venous thromboembolism']"
36037624,2022,Long-term results of the treatment of adolescents and adults with acute lymphoblastic leukemia with a pediatric-inspired regimen delivered on an outpatient basis: A single institution experience. ,"The results of treatment of adolescents and adults with acute lymphoblastic leukemia (ALL) remain unsatisfactory. Pediatric-inspired treatments seem to be related with better outcomes. 126 adolescent and adult patients with ALL were treated in a 37-year period with a pediatric inspired combined chemotherapy (PICC) schedule, delivered on an outpatient basis and based on the St. Jude´s TOTAL XI pediatric protocol employing vincristine, prednisone, asparaginase, daunorubicin, etoposide, cytarabine, methotrexate, mercaptopurine and triple intrathecal therapy. 80 % of patients were able to receive the initial seven-week period of induction / consolidation fully as outpatients and 77 % achieved a complete remission. In adolescents and young adults (AYAs) the median probability of overall survival (OS) was 44 months, whereas the 5-year OS was 48 %. In adults, the median probability of OS was 24 months, and the 5-year OS was 32 %. Patients with T-cell ALL did significantly worse than those with a B cell phenotype (OS at 5 years 17 versus 40 %, respectively). These figures are better than those informed in our country employing more aggressive, in-hospital schedules such as the hyper-CVAD. We found that, in AYAs and adult patients with ALL, the use of an asparaginase-containing PICC delivered on an outpatient basis renders acceptable results, better than those obtained in similar socioeconomic circumstances employing adult-oriented schedules. Additional studies are needed to assess the usefulness of these PICC treatments in adult individuals with ALL treated in underprivileged circumstances, such as those prevailing in LMIC. ",['eng'],['Journal Article'],"['Antineoplastic Combined Chemotherapy Protocols/adverse effects'
 '*Asparaginase' 'Cyclophosphamide' 'Cytarabine' 'Daunorubicin'
 'Doxorubicin/therapeutic use' 'Etoposide/therapeutic use' 'Humans'
 'Mercaptopurine' 'Methotrexate/therapeutic use' 'Outpatients'
 '*Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy'
 'Prednisone' 'Vincristine/therapeutic use']",['Adults' 'Chemotherapy' 'Leukemia' 'Outpatient' 'Young-adults']
34300069,2021,Peripherally Inserted Central Catheter Placement in a Cardiology Ward: A Focus Group Study of Nurses' Perspectives. ,"Intravenous therapy administration through peripheral venous catheters is one of the most common nursing procedures performed in clinical contexts. However, peripherally inserted central catheters (PICC) remain insufficiently used by nurses and can be considered a potential alternative for patients who need aggressive intravenous therapy and/or therapy for extended periods. The purpose of this study was to understand nurses' perspectives about PICC implementation in their clinical practice. As part of an action-research project, three focus groups were developed in June 2019 with nineteen nurses of a cardiology ward from a Portuguese tertiary hospital. From the content analysis, two main categories emerged: 'nursing practices' and 'patients'. Nurses considered PICC beneficial for their clinical practice because it facilitates maintenance care and catheter replacement rates. Moreover, nurses suggested that, since there is a need for specific skills, the constitution of vascular access teams, as recommended by international guidelines, could be an advantage. Regarding patient benefits, nurses highlighted a decrease in the number of venipunctures and also of patient discomfort, which was associated with the number of peripheral venous catheters. Infection prevention was also indicated. As an emerging medical device used among clinicians, peripherally inserted central catheters seem to be essential to clinical practice. ",['eng'],"['Journal Article' ""Research Support, Non-U.S. Gov't""]","['*Cardiology' '*Catheterization, Central Venous/adverse effects'
 'Catheters' 'Focus Groups' 'Humans' '*Nurses']",['catheterization' 'focus groups' 'nurse' 'peripheral']
28111198,2017,Institution of a Hospital-Based Central Venous Access Policy for Peripheral Vein Preservation in Patients with Chronic Kidney Disease: A 12-Year Experience. ,"PURPOSE: To describe the implementation of nursing-based venous access team (VAT) and standardized interventional radiology (IR) protocols in accordance with Kidney Disease Outcomes Quality Initiative (K/DOQI) guidelines to provide central venous access while preserving peripheral veins in patients with chronic kidney disease (CKD). MATERIALS AND METHODS: Review of peripherally inserted central catheter (PICC) and small-bore central catheter (SBCC) referral and placement data from VAT and IR databases was conducted over a 12-year period. SBCC referral was automatic for patients with creatinine levels ≥ 3 mg/dL or a renal transplant regardless of creatinine level unless dialysis was not planned. All SBCC insertions, regardless of referral source, were identified and reviewed, and SBCC placements prompted by K/DOQI PICC contraindication were identified. Catheter types, indications, access sites, technical success, and complications were ascertained. RESULTS: A total of 35,781 requests for PICC placement were made to the VAT; 1,889 (5%) were referred to IR for SBCC placement per institutional policy, and 2,200 SBCCs were attempted or newly placed during this period, 1,879 (85%) based on K/DOQI contraindications. Primary indication for SBCC placement was antibiotic therapy (59%). Access sites included right internal jugular vein (IJV) (70%), left IJV (24%), right external jugular vein (EJV) (3%), left EJV (2%), right common femoral vein (CFV) (0.3%), and left CFV (0.2%). Technical success rate of SBCC insertion was 99%. Six minor (0.3%) and three major (0.1%) complications occurred. CONCLUSIONS: Automatic referral for SBCC placement in patients with CKD via VAT and IR protocols may eliminate PICC placement and thereby protect peripheral veins needed for hemodialysis. SBCC placement has high technical success and low complication rates. ",['eng'],['Journal Article'],"['Biomarkers/blood'
 'Catheterization, Central Venous/adverse effects/instrumentation/*methods'
 'Catheterization, Peripheral/adverse effects/instrumentation/*methods'
 'Catheters, Indwelling' 'Central Venous Catheters' 'Creatinine/blood'
 'Equipment Design' 'Humans' 'Patient Selection' 'Program Evaluation'
 'Radiography, Interventional' 'Referral and Consultation'
 '*Renal Dialysis' 'Renal Insufficiency, Chronic/blood/diagnosis/*therapy'
 'Retrospective Studies' 'Risk Factors' 'Time Factors' 'Treatment Outcome'
 'Unnecessary Procedures']",[]
28744109,2017,Comparison of three types of central venous catheters in patients with malignant tumor receiving chemotherapy. ,"BACKGROUND: Central venous catheters (CVCs) have been an effective access for chemotherapy instead of peripherally intravenous catheters. There were limited studies on the choices and effects of different types of CVCs for chemotherapy. The aim of this study was to compare the complications, cost, and patients' quality of life and satisfaction of three commonly used CVCs for chemotherapy, such as implanted venous port, peripherally inserted central catheters (PICCs), and external non-tunneled central venous catheters (NTCs). METHODS: A double-center prospective cohort study was carried out from March 2014 to December 2016. Catheterization situation, complications, catheter maintenance, cost, and patients' quality of life and satisfaction were recorded, investigated, and analyzed. Forty-five ports, 60 PICCs and 40 NTCs were included. All the CVCs were followed up to catheter removal. RESULTS: There was no statistical difference in catheterization success rates between port and PICC. NTC had less success rate by one puncture compared with port. Ports had fewer complications compared with PICCs and NTCs. The complication rates of ports, PICCs and NTCs were 2.2%, 40%, and 27.5%, respectively. If the chemotherapy process was <12 months, NTCs cost least, and the cost of port was much higher than PICC and NTC. When the duration time was longer than 12 months, the cost of port had no difference with the cost of PICC. Quality of life and patients' satisfaction of port group were significantly higher than the other two groups. CONCLUSION: Although port catheterization costs more and needs professional medical staff and strict operational conditions, ports have fewer complications and higher quality of life and patients' satisfaction than PICCs and NTCs. Therefore, not following consideration of the economic factor, we recommend port as a safe and an effective chemotherapy access for cancer patients, especially for whom needing long chemotherapy process. ",['eng'],['Journal Article'],[],"['cancer patient' 'central venous catheter' 'complication' 'cost'
 'external non-tunneled catheter' 'peripherally inserted central catheter'
 'port']"
25377903,2015,Evaluating catheter complications and outcomes in patients receiving home parenteral nutrition. ,"RATIONALE, AIMS AND OBJECTIVES: We describe catheter complications and outcomes in patients who received home parenteral nutrition (HPN) therapy. METHODS: Retrospective chart data were obtained from Boston Home Infusion agency that provided HPN therapy to 212 patients [International Classification of Diseases, 9th revision (ICD-9) codes: gastrointestinal (GI)-related disorders and oncology] between 1 January 2005 and 30 September 2011. RESULTS: Of the 163 patients who represented 19104 home-catheter days, 19 (11.7%) patients experienced 25 catheter complications (CCs; 12 occlusions, 11 central line-associated bloodstream infections, one thrombosis and one line dislodgment). The overall CC rate was 1.30 per 1000 peripherally inserted central catheter (PICC)-line days. The mean number of PICC-line days (278.7 ± 335.0 vs. 95.9 ± 154.0) and patients with at least one hospital admission were significantly higher for patients with one or more CCs compared with patients with no CCs (P<0.03). CONCLUSION: Patients who experienced CCs had more PICC-line days, more hospital admissions and had an ICD-9 code for GI-related disorders compared with patients with oncology-related diagnoses. ",['eng'],"['Journal Article' ""Research Support, Non-U.S. Gov't""]","['Adult' 'Aged' 'Catheter-Related Infections/epidemiology'
 'Catheterization, Peripheral/*adverse effects' 'Female' 'Humans' 'Male'
 'Middle Aged' 'Parenteral Nutrition, Home/*statistics & numerical data'
 'Retrospective Studies' 'Thrombosis/epidemiology/etiology']","['catheter-related infections' 'home care services'
 'home parental nutrition' 'outcomes']"
24370160,2014,The role of saline flush injection rate in displacement of CT-injectable peripherally inserted central catheter tip during power injection of contrast material. ,"OBJECTIVE: The purpose of this article is to determine the rate and the cause of displacement of CT power-injectable peripherally inserted central catheters (CT-PICCs) during contrast material and saline flush injection and to modify CT-scanning protocols to decrease the frequency of displacement. MATERIALS AND METHODS: In the laboratory setting, in vitro modeling of CTPICC displacement during power injection was examined while varying the initial rate of injection of the saline flush. In the clinical setting, the CT images of all patients at a large academic hospital for one calendar year who underwent power injection of CT contrast media were reviewed for CT-PICC displacement. A retrospective comparison of the rate of displacement during the 8 months before implementing a protocol with a lower initial rate of saline flush and the rate of displacement for the 4 months after the protocol change was performed. RESULTS: Laboratory modeling showed dramatic movement of the CT-PICC at higher rates of saline flush. This movement was attributed to differences in viscosity between contrast media and saline. The clinical arm of the study found that 8.2% of the 243 examinations performed before implementing the new protocol resulted in displacement, in comparison with 2.2% of the 138 examinations performed afterward. This difference was considered statistically significant (p = 0.023). CONCLUSION: Initiation of saline flush at high injection rates correlates with a higher rate of CT-PICC displacement. The use of a slower initial rate of saline flush injection significantly reduces the rate of displacement. ",['eng'],['Journal Article'],"['Catheterization, Peripheral/*adverse effects/*instrumentation'
 'Contrast Media/*administration & dosage' 'Equipment Failure' 'Humans'
 'Injections, Intravenous' 'Retrospective Studies' 'Risk Factors'
 'Sodium Chloride/*administration & dosage'
 'Tomography, X-Ray Computed/*methods']",[]
24983259,2014,Risk factors associated with catheter-related upper extremity deep vein thrombosis in patients with peripherally inserted central venous catheters: a prospective observational cohort study: part 2. ,"This is the second part of a 2-part series that reports on the results of a prospective observational cohort study designed to examine risk factors associated with symptomatic upper extremity deep vein thrombosis (UEDVT) in patients with peripherally inserted central catheters (PICCs). Part 1, published in the May/June 2014 issue of the Journal of Infusion Nursing, provided an extensive review and critique of the literature regarding risk factors associated with catheter-related UEDVT and identified 28 suspected risk factors. A study was undertaken to examine each of the risk factors among 203 acute care patients with PICCs, 13 of whom experienced a UEDVT, yielding an incidence of 6.4%. The most common reason for admission was infection (33.5%), and the primary reason for insertion of the PICC was venous access (58.6%). Hypertension (P = .022) and obesity (P = .008), defined as a body mass index ≥30, were associated with UEDVT. The clinical symptoms of edema (P < .001) and a 3-cm or more increase in arm circumference (P < .001) in the PICC arm after PICC placement were associated with UEDVT. All other variables were not statistically significant. The results suggest that patients who are obese and hypertensive may be at greater risk for the development of UEDVT and that the physical finding of edema and increased arm circumference in the PICC arm are possibly suggestive of UEDVT. ",['eng'],"['Journal Article' ""Research Support, Non-U.S. Gov't""]","['Adult' 'Aged' 'Aged, 80 and over'
 'Catheterization, Peripheral/*adverse effects' 'Female' 'Humans' 'Male'
 'Middle Aged' 'Prospective Studies' 'Risk Factors'
 'Venous Thrombosis/*etiology']",[]
27747899,2017,Safety and efficacy of outpatient parenteral antibiotic therapy in an academic infectious disease clinic. ,"WHAT IS KNOWN AND OBJECTIVE: Outpatient parenteral therapy (OPAT) has become a safe and effective modality for patients requiring intravenous or prolonged antimicrobial therapy since the 1970s. It is being increasingly utilized in various settings; however, studies evaluating the safety and efficacy of clinic-based OPAT are limited. Since 2012, patients being considered for OPAT have required an infectious disease (ID) consultation at our institution. Candidates receiving once-daily antimicrobials who were ineligible for home infusion or nursing home placement as determined by their insurance companies and those who preferred the clinic over nursing home or home infusion were referred to the ID clinic. This study assessed the safety and outcome of patients receiving OPAT in an academic inner-city ID clinic in Detroit, Michigan. METHODS: This was a retrospective cross-sectional study of electronic medical records of patients, identified through clinic records, who received at least 2 days of OPAT from December 2012 to December 2015. Demographics, types of infections, antimicrobial regimen used, adverse events and outcome were evaluated. RESULTS: A total of 122 cases were identified during the study period. Mean age was 62 years with 55% male; 102 (84%) of 122 patients had peripherally inserted central catheter (PICC). Fifty-five per cent of patients participated in the clinic-based OPAT programme for insurance reasons, and 43% preferred the clinic over nursing home or home infusion. The most common infections were bone and joint (36%), followed by skin and soft tissue (18%) and urinary tract infections (12%). Ertapenem (44%) and daptomycin (41%) alone or in combination were used most frequently with 40% of patients receiving at least 4 weeks of treatment. Thirteen patients (11%) experienced one or more adverse drug events on daptomycin and/or ertapenem; of these, nine (69%) patients were receiving daptomycin monotherapy. Gastrointestinal symptoms (29%), cramping and myalgias (29%) and asymptomatic creatine phosphokinase (CPK) elevation (24%) were the most common adverse events. Three (3%) of 102 patients had PICC-related complications. Fourteen (88%) of 16 patients with adverse events or PICC-related complications required changing or stopping antibiotics; two (2%) had infection-related readmission. Conversely, 113 (93%) of 122 patients who completed treatment were considered cured and none had treatment failure at the end of 30 days of treatment. No patients died as a result of treatment or infection-related complications. WHAT IS NEW AND CONCLUSION: Outpatient parenteral therapy in our academic ID clinic was a safe and effective alternative to home infusion or skilled nursing facilities for patients requiring long-term antibiotics with few adverse events and complications. ",['eng'],['Journal Article'],"['Anti-Bacterial Agents/*adverse effects/*therapeutic use'
 'Communicable Diseases/*diet therapy' 'Cross-Sectional Studies'
 'Drug-Related Side Effects and Adverse Reactions/*etiology' 'Female'
 'Humans' 'Male' 'Michigan' 'Middle Aged' 'Outpatients'
 'Retrospective Studies']",[]
37942421,2023,Effectiveness of outpatient parenteral antimicrobial therapy (OPAT) for patients with cranial infection. ,"OBJECTIVE: Outpatient parenteral antimicrobial therapy (OPAT) is a well-established and cost-effective method for improving the efficient use of healthcare resources. However, only a few centres in Germany perform it. Here we analysed OPAT for the treatment of patients with cranial infections in our neurosurgical department. METHODS: This retrospective study analysed patients with cranial infections and the need for intravenous (i.v.) antimicrobial treatment between 2018 and 2021.All diagnosed intracranial infections were defined into two infection categories such as long-term antimicrobial treatment and short-term antimicrobial treatment. All included patients were discharged with a peripherally inserted central catheter (PICC) line. Prior to discharge, all patients received training in the safe administration of their medications via the PICC line. The duration of OPAT and the rate of readmission after OPAT were analysed. RESULTS: We identified a total of 45 patients treated with OPAT for cranial infections. Intradural involvement was present in 40 cases (88.9%). The average length of hospital stay for this cohort after surgical treatment was 45 ± 15 days. 5 patients were treated for soft tissue/skin infection. Surgery was not required in this cohort. The mean hospital stay for this cohort was 8 ± 6 days. Gram-positive organisms were isolated in most cases (53.3%). The most common pathogens were Staphylococcus aureus followed by other Staphylococcus species. For all included patients, OPAT was performed after discharge for an average of 43.1 ± 14 days. There were five cases of readmission due to treatment failure. No serious adverse events or complications of OPAT were observed. CONCLUSION: OPAT enables better patient-centred healthcare close to home. The length of hospital stay can be reduced and adverse events due to prolonged hospitalisation can be avoided. ",['eng'],['Journal Article'],[],"['OPAT' 'cranial infection' 'efficacy' 'hospitalization'
 'intravenous antimicrobial therapy']"
33019880,2021,"Safe use of Peripherally Inserted Central Catheters for chemotherapy of solid malignancies in adult patients: A 1-year monocentric, prospectively-assessed, unselected cohort of 482 patients. ","INTRODUCTION: Aim of this study was to analyze the overall complication and failure rates of Peripherally Inserted Central Catheters (PICCs), in a 1-year consecutive unselected cohort of 482 adult patients, affected by non-hematological malignancies undergoing chemotherapy. METHODS: Adult outpatients (aged 18-75 years), with an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2, bearing solid tumors and candidates for intravenous chemotherapy were eligible for the study. Exclusion criteria were active infections, coagulopathy (defined as platelet count <50,000/μL and/or prothrombin time more than 18 s), life expectancy <6 months, or inability to give written informed consent. Devices were all implanted in an outpatients' hospital facility, following predefined evidence-based institutional guidelines and protocols by a PICC-dedicated team at the European Institute of Oncology in Milan, Italy, during the 12-month period from January 1 to December 31, 2019. RESULTS: Five-hundred PICCs were implanted in a cohort of 482 patients during the time interval of this study. Thirty devices were overall removed (6.2%), 23 as a consequence of a complication occurred, and seven inadvertently. The inserted PICCs accounted for a total of 49,718 catheter days in situ, median duration was 85.5 days [interquartile range (IQR): 56-146]. Overall there were 42 (8.7%) complications, corresponding to 0.84 catheter-adverse events (CAE)/1000 PICC-days (95% CI: 0.61-1.14). There were N = 13 (2.7%) thromboses, N = 11 (2.3%) irreversible occlusions, N = 7 (1.5%) accidental removals, N = 5 (1.0%) infections [two Catheter Related Blood Stream Infection (CRBSI) and three exit site/local infection], N = 3 (0.6%) ruptures and N = 3 (0.6%) primary or secondary malpositions. CONCLUSION: This large prospective study supports the increasing use of PICCs in adult oncology outpatients treated in specialized centers with chemotherapy for non-hematological malignancies. In this clinical setting, PICC failure occurred in 6% only of the inserted devices. ",['eng'],['Journal Article'],"['Adult' '*Catheter-Related Infections/diagnosis'
 '*Catheterization, Central Venous/adverse effects'
 '*Catheterization, Peripheral/adverse effects'
 '*Central Venous Catheters/adverse effects' 'Humans'
 '*Neoplasms/diagnosis/drug therapy' 'Prospective Studies'
 'Retrospective Studies']","['Peripherally Inserted Central Catheters' 'chemotherapy' 'complications'
 'failures rates' 'ultrasound guidance']"
30348912,2018,Evaluation of a novel flushing protocol for a peripherally inserted central catheter (PICC) in the neurological intensive care unit: A prospective randomized study. ,"BACKGROUND: Peripherally inserted central catheters (PICCs) are increasingly used in critical care units. Venous arterial blood management protection (VAMP) for PICCs could decrease the rate of blockage of PICCs. We investigated whether a novel flushing method for PICCs could decrease the risk of venous thromboembolism (VT) and catheter-associated bloodstream infections (CABSIs) compared to the traditional flushing method. METHODS: In this prospective randomized study, we evaluated 360 patients with PICCs who were admitted to our neurological intensive care unit from March 2012 to February 201 4. The patients were randomized into the experimental group (n= 186) and the control group (n= 174). The VAMP-system flushing method was used in the experimental group whereas in the control group the PICCs were flushed with a 10 ml syringe of saline. Baseline clinical information, blockage rate of PICCs, occurrence of VT and CABSIs and average time for flushing (seconds per flushing time) were compared and analysed. RESULTS: The occurrence of CABSIs and average time for flushing were statistically lower in the experimental group. The rate of blockage of PICCs, proportion of male subjects, age of subjects, APACHE II score and length of stay in hospital showed no significant differences between the two groups. CONCLUSION: This study showed that the VAMP-system flushing method is simple to use and may be more beneficial for patients with a PICC; it may also lower the risk of CABSIs. ",['eng'],['Journal Article' 'Randomized Controlled Trial'],"['Adult' 'Aged'
 'Catheter-Related Infections/epidemiology/*prevention & control'
 'Catheterization, Peripheral/*adverse effects/*methods/standards'
 'Cross Infection/epidemiology/*prevention & control' 'Female' 'Humans'
 'Intensive Care Units' 'Male' 'Middle Aged'
 'Nervous System Diseases/therapy']",[]
26109544,2015,Evaluation of the correct position of peripherally inserted central catheters: anatomical landmark vs. electrocardiographic technique. ,"PURPOSE: The purpose of this study is to verify as early as possible the correct positioning of the peripherally inserted central catheter (PICC) tip in order to reduce complications due to possible malpositioning. The ECG-guided technique proved to be reliable, easy to carry out, straightforward, low-cost and allows us to recognize an incorrect or a suboptimal positioning throughout the procedure. The purpose of this study is to compare two methods used during the PICC insertion so as to prevent catheter malpositioning; the first study estimates the catheter length by the landmark method (based on cutaneous anatomical landmarks, CALs) with the addition of the postprocedural verification of tip location by chest X-Ray (CxR), whereas the second method of intraprocedural tip location is based on the observation of the morphological variations of the P wave (ECG-guided technique) with the addition of the postprocedural verification by CxR. METHODS: From 2010 to 2012, 90 PICCs were positioned, 48 using the anatomical landmarks and 42 using the ECG technique. RESULTS: Twenty-five percent of the catheters positioned with the anatomical landmark technique did not reach the correct position of the tip in SVC; of these, 6.25% were placed in an aberrant position and others in a sub-optimal position.Of the 42 PICCs positioned with the ECG technique, only in three cases (equal to 7.14%), a suboptimal position of the tip was observed, whereas there was no case of aberrant positioning. CONCLUSIONS: The ECG technique represents an accurate, low-cost and safe technique to verify the correct positioning of the tip. The use of the ECG allowed a more correct positioning in terms of catheter tip-carina distance and catheter tip-tracheobronchial angle, and in no patient was it necessary to place a catheter again. ",['eng'],['Comparative Study' 'Journal Article'],"['Action Potentials' 'Adult' 'Aged' '*Anatomic Landmarks'
 '*Atrial Function'
 'Catheterization, Central Venous/adverse effects/*instrumentation'
 'Catheterization, Peripheral/adverse effects/*instrumentation'
 '*Central Venous Catheters' '*Electrocardiography' 'Female' 'Humans'
 'Male' 'Middle Aged' 'Predictive Value of Tests' 'Prospective Studies'
 'Punctures']",[]
