PMID,FACTOR,TEXT
33746117,Chemotherapy,"prevention of hematogenous infection in peripheral venous catheterization with integrated medical assistance in patients undergoing chemotherapy. . objective: this study is aimed at verifying the effect of specific management modalities aimed at reducing or preventing the incidence of infections in the blood flow in relation to the use of the central venous catheter (crbsi = catheterrelated bloodstream infection) in patients undergoing chemotherapy. methods: 36 patients (n = 36) with a peripherally inserted venous catheter (picc) were enrolled in the integrated medical treatment group, while 128 patients with an internal central venous catheter were enrolled in the control group. the patients in the control group underwent routine nursing, while the patients in the treatment group underwent integrated surveillance control infection treatment by doctors and were compared between these two groups l incidence of complications, crbsi. results: the incidence of complications of the crbsi type was significantly lower in the whole treatment group than in the control group and the difference was statistically significant (p <0.05). conclusion: it is concluded that the implementation of the infection control management modality within the integration of medical care for picc chemotherapy patients in the oncology department can effectively reduce the incidence of infectious complications in the bloodstream, and improve the level of nursing care in peripheral venous catheterization (picc) with improved patient satisfaction. key words: chemotherapy, individualized management, infection control management mode under medical care integration/nursing, peripherally inserted central catheter (picc). "
27033138,Two or more lumens,"limiting the number of lumens in peripherally inserted central catheters to improve outcomes and reduce cost: a simulation study. . background the number of peripherally inserted central catheter (picc) lumens is associated with thrombotic and infectious complications. because multilumen piccs are not necessary in all patients, policies that limit their use may improve safety and cost. objective to design a simulation-based analysis to estimate outcomes and cost associated with a policy that encourages single-lumen picc use. methods model inputs, including risk of complications and costs associated with single- and multilumen piccs, were obtained from available literature and a multihospital collaborative quality improvement project. cost savings and reduction in central line-associated bloodstream infection and deep vein thrombosis events from institution of a single-lumen picc default policy were reported. results according to our model, a hospital that places 1,000 piccs per year (25% of which are single-lumen and 75% multilumen) experiences annual picc-related maintenance and complication costs of $1,228,598 (95% ci, $1,053,175-$1,430,958). in such facilities, every 5% increase in single-lumen picc use would prevent 0.5 picc-related central line-associated bloodstream infections and 0.5 picc-related deep vein thrombosis events, while saving $23,500. moving from 25% to 50% single-lumen picc utilization would result in total savings of $119,283 (95% ci, $74,030-$184,170) per year. regardless of baseline prevalence, a single-lumen default picc policy would be associated with approximately 10% cost savings. findings remained robust in multiway sensitivity analyses. conclusion hospital policies that limit the number of picc lumens may enhance patient safety and reduce healthcare costs. studies measuring intended and unintended consequences of this approach, followed by rapid adoption, appear necessary. infect control hosp epidemiol 2016;37:811-817. "
32057552,Antibiotic therapy,"peripherally inserted central venous catheter placed and maintained by a dedicated nursing team for the administration of antimicrobial therapy vs. another type of catheter: a retrospective case-control study. . introduction: data concerning the use of peripherally inserted central catheters (picc) for the administration of intravenous (iv) antimicrobials in the acute care setting is scarce. methods: we performed a single-center retrospective case-control study (1:1). case subjects were defined as patients who received iv antimicrobial treatment through a picc line placed and maintained by specifically trained nurses (picc group). control subjects were defined as patients who received antimicrobial therapy by a peripheral or a central venous catheter (cvc) (control group). control subjects were matched by type of antimicrobial, causative microorganism of the infection that was being treated and duration of treatment. an event leading to undesired catheter removal (elucr) was defined as any circumstance which lead to the removal of the indwelling catheter other than the completion of the scheduled course of antimicrobial therapy. results: the study included 50 patients in each group. the total follow-up time was 1376 catheter-days for the picc group and 1362 catheter-days for the control group. we observed a significantly lower incidence of elucr in the picc group (0.2 versus 7.7 events per 100 catheter-days; p<0.001). when the incidence of elucr was analyzed according to the duration of indwelling catheterisation for each type of catheter (divided into one-week intervals), differences between both groups were also significant (p-values≤0.001 for the first three weeks of treatment). during the second week of iv treatment, only one patient in the picc group (2.1%) developed an elucr compared to 19 (38.8%) in the control group (p<0.001). conclusions: a picc placed and maintained by a dedicated nursing team is an excellent alternative to peripheral venous catheters or cvcs for administrating antimicrobial therapy for both short and long periods of treatment. "
27179394,PICC dwell time,"a novel infection prevention approach: leveraging a mandatory electronic communication tool to decrease peripherally inserted central catheter infections, complications, and cost. . background: peripherally inserted central catheters (piccs) removed prematurely for unconfirmed infection or thrombosis lead to subsequent reinsertions and associated complications. to improve clinical quality, a mandatory electronic communication tool (mect) based on clinical practice guidelines was mandated for all inpatient adult piccs in an academically affiliated tertiary medical center. this mect facilitated early communication and specialized evaluation with the picc team for any complications related to piccs. methods: a historical cohort study was conducted. quality and cost measurements for 200 piccs postinstitution of a mect were compared with 200 piccs 12 months prior. picc removal and complication rates were compared for the 2 cohorts. results: significant outcomes included a central-line associated blood stream infection rate that changed from 1.38/1,000 catheter days to 0/1,000 catheter days, 0 provider-led premature picc removals, an overall 84% decrease in premature picc removals (from 16%-2.5%; p < .0001), a decrease in the total complication rate from 45.5%-24% (p < .0001), and 25% reduction in radiology costs. conclusion: a novel infection prevention approach leveraging a mect resulted in 0 central line-associated bloodstream infections and provider-led premature picc removals. "
24954426,Medical department admission (including ICU),"are peripherally inserted central catheters associated with increased risk of adverse events in status 1b patients awaiting transplantation on continuous intravenous milrinone? . background: peripherally inserted central catheters (piccs) are used to deliver continuous intravenous (iv) milrinone in stage d heart failure (hf) patients awaiting heart transplantation (ht). methods: we retrospectively analyzed picc adverse events (aes) and associated cost in 129 status 1b patients from 2005 to 2012. end points were ht, left ventricular assist device (lvad), and death. regression analysis was used to identify ae risk factors. results: fifty-three picc aes occurred in 35 patients (27%), consisting of 48 infections, 4 thromboses, and 1 bleeding event. median duration of picc support was 63 (interquartile range [iqr] 34-131) days, and median time to first picc infection was 44 (iqr 14-76) days. among picc infections, 9% required defibrillator removal and 30% were inactivated on the ht list for a mean of 23 ± 17 days. rate of ht, lvad, or death was similar between groups (p > .05). regression analysis found that a double lumen picc was associated with a shorter time to first picc infection (hazard ratio 7.59, 95% ci 1.97-29.23; p = .003). median cost per picc infection was $10,704 (iqr $7,401-$26,083). conclusions: picc infections were the most frequent aes. piccs with >1 lumen were associated with increased risk of infection. picc aes accounted for increased intensive care unit admissions, ht list inactivations, and overall cost. "
38250594,Antibiotic therapy,"incorporating anti-infective drugs into peripherally inserted catheters does not reduce infection rates in neonates. . purpose: this study assesses whether peripherally inserted central venous catheters (picc), impregnated with anti-infective drugs, reduce the rate of infections in neonates compared with unimpregnated catheters. methods: a retrospective analysis was conducted on electronic patient records of neonates born between august 2014 and may 2020, who had piccs inserted, either standard (s-picc) or with anti-infective drugs (a-picc). catheter-related bloodstream infections (crbsi) were diagnosed based on clinical symptoms, laboratory results, and mentioning of infection in the patient record. data on dwell time, mechanical ventilation, insertion site, maximum c-reactive protein (crp) concentration, and anti-infective drug use were analyzed. results: a total of 223 piccs were included. the infection rates were a-picc (18.9%) and s-picc (12.5%), which were not significantly different (p = 0.257). a-piccs had significantly longer dwell times than s-piccs (median 372 vs. 219 h, p = 0.004). the time to infection was not different between the groups (p = 0.3). there were also no significant differences in maximum crp, insertion site abnormalities, or anti-infective drug use between the groups. conclusion: this retrospective study did not find a significant reduction in infection rates by using piccs containing anti-infective drugs in neonates. current antibiotic impregnations do not seem to be effective in preventing blood stream infections. "
23838218,Two or more lumens,"impact of postplacement adjustment of peripherally inserted central catheters on the risk of bloodstream infection and venous thrombus formation. . objective: peripherally inserted central catheter (picc) tip malposition is potentially associated with complications, and postplacement adjustment of piccs is widely performed. we sought to characterize the association between central line-associated bloodstream infection (clabsi) or venous thrombus (vt) and picc adjustment. design: retrospective cohort study. setting: university of michigan health system, a large referral hospital. patients: patients who had piccs placed between february 2007 and august 2007. methods: the primary outcomes were development of clabsi within 14 days or vt within 60 days of postplacement picc adjustment, identified by review of patient electronic medical records. results: there were 57 clabsis (2.69/1,000 picc-days) and 47 vts (1.23/1,000 picc-days); 609 individuals had 1, 134 had 2, and 33 had 3 or more adjustments. one adjustment was protective against clabsi (p=.04), whereas 2 or 3 or more adjustments had no association with clabsi (p=.58 and .47, respectively). one, 2, and 3 or more adjustments had no association with vt formation (p=.59, .85, and .78, respectively). immunosuppression (p<.01), power-injectable piccs (p=.05), and 3 picc lumens compared with 1 lumen (p=.02) were associated with clabsi. power-injectable piccs were also associated with increased vt formation (p=.03). conclusions: immunosuppression and 3 picc lumens were associated with increased risk of clabsi. power-injectable piccs were associated with increased risk of clabsi and vt formation. postplacement adjustment of piccs was not associated with increased risk of clabsi or vt. "
23838218,Immunosuppression,"impact of postplacement adjustment of peripherally inserted central catheters on the risk of bloodstream infection and venous thrombus formation. . objective: peripherally inserted central catheter (picc) tip malposition is potentially associated with complications, and postplacement adjustment of piccs is widely performed. we sought to characterize the association between central line-associated bloodstream infection (clabsi) or venous thrombus (vt) and picc adjustment. design: retrospective cohort study. setting: university of michigan health system, a large referral hospital. patients: patients who had piccs placed between february 2007 and august 2007. methods: the primary outcomes were development of clabsi within 14 days or vt within 60 days of postplacement picc adjustment, identified by review of patient electronic medical records. results: there were 57 clabsis (2.69/1,000 picc-days) and 47 vts (1.23/1,000 picc-days); 609 individuals had 1, 134 had 2, and 33 had 3 or more adjustments. one adjustment was protective against clabsi (p=.04), whereas 2 or 3 or more adjustments had no association with clabsi (p=.58 and .47, respectively). one, 2, and 3 or more adjustments had no association with vt formation (p=.59, .85, and .78, respectively). immunosuppression (p<.01), power-injectable piccs (p=.05), and 3 picc lumens compared with 1 lumen (p=.02) were associated with clabsi. power-injectable piccs were also associated with increased vt formation (p=.03). conclusions: immunosuppression and 3 picc lumens were associated with increased risk of clabsi. power-injectable piccs were associated with increased risk of clabsi and vt formation. postplacement adjustment of piccs was not associated with increased risk of clabsi or vt. "
23838218,Postplacement,"impact of postplacement adjustment of peripherally inserted central catheters on the risk of bloodstream infection and venous thrombus formation. . objective: peripherally inserted central catheter (picc) tip malposition is potentially associated with complications, and postplacement adjustment of piccs is widely performed. we sought to characterize the association between central line-associated bloodstream infection (clabsi) or venous thrombus (vt) and picc adjustment. design: retrospective cohort study. setting: university of michigan health system, a large referral hospital. patients: patients who had piccs placed between february 2007 and august 2007. methods: the primary outcomes were development of clabsi within 14 days or vt within 60 days of postplacement picc adjustment, identified by review of patient electronic medical records. results: there were 57 clabsis (2.69/1,000 picc-days) and 47 vts (1.23/1,000 picc-days); 609 individuals had 1, 134 had 2, and 33 had 3 or more adjustments. one adjustment was protective against clabsi (p=.04), whereas 2 or 3 or more adjustments had no association with clabsi (p=.58 and .47, respectively). one, 2, and 3 or more adjustments had no association with vt formation (p=.59, .85, and .78, respectively). immunosuppression (p<.01), power-injectable piccs (p=.05), and 3 picc lumens compared with 1 lumen (p=.02) were associated with clabsi. power-injectable piccs were also associated with increased vt formation (p=.03). conclusions: immunosuppression and 3 picc lumens were associated with increased risk of clabsi. power-injectable piccs were associated with increased risk of clabsi and vt formation. postplacement adjustment of piccs was not associated with increased risk of clabsi or vt. "
23838218,Power-injectable piccs,"impact of postplacement adjustment of peripherally inserted central catheters on the risk of bloodstream infection and venous thrombus formation. . objective: peripherally inserted central catheter (picc) tip malposition is potentially associated with complications, and postplacement adjustment of piccs is widely performed. we sought to characterize the association between central line-associated bloodstream infection (clabsi) or venous thrombus (vt) and picc adjustment. design: retrospective cohort study. setting: university of michigan health system, a large referral hospital. patients: patients who had piccs placed between february 2007 and august 2007. methods: the primary outcomes were development of clabsi within 14 days or vt within 60 days of postplacement picc adjustment, identified by review of patient electronic medical records. results: there were 57 clabsis (2.69/1,000 picc-days) and 47 vts (1.23/1,000 picc-days); 609 individuals had 1, 134 had 2, and 33 had 3 or more adjustments. one adjustment was protective against clabsi (p=.04), whereas 2 or 3 or more adjustments had no association with clabsi (p=.58 and .47, respectively). one, 2, and 3 or more adjustments had no association with vt formation (p=.59, .85, and .78, respectively). immunosuppression (p<.01), power-injectable piccs (p=.05), and 3 picc lumens compared with 1 lumen (p=.02) were associated with clabsi. power-injectable piccs were also associated with increased vt formation (p=.03). conclusions: immunosuppression and 3 picc lumens were associated with increased risk of clabsi. power-injectable piccs were associated with increased risk of clabsi and vt formation. postplacement adjustment of piccs was not associated with increased risk of clabsi or vt. "
26045668,Seasonality (summer / warm),"the incidence and risk factors of peripherally inserted central catheter-related infection among cancer patients. . background: as the use of peripherally inserted central catheters (piccs) increased in chemotherapy, the identification of complications and risk factors became essential to prevent patient harm. but little is known about picc-related infection and risk factors among patients with cancer. our study was to identify the prevalence, patterns, and risk factors of catheter-related infections associated with piccs. methods: a 3-year prospective cohort study was conducted in a university-affiliated hospital. all patients with cancer who met inclusion criteria were enrolled. the patients were followed up until catheter removal. tip cultures were routinely performed at the time of catheter removal. the general information was recorded at the time of picc insertion, weekly care, and removal. univariable and multivariable logistic regression analyses were applied for identification of risk factors. results: in total, 912 cancer patients with 912 piccs of 96,307 catheter days were enrolled. ninety-four developed picc-related infection; 46 were exit-site infection, 43 were catheter bacterial colonization, and five were picc-related bloodstream infection. the median time from catheter insertion to infection was 98.26 days. multivariate analysis showed statlock fixing (odds ratio [or] =0.555, 95% confidence interval [ci]: 0.326-0.945) and tip position located in the lower one-third of the superior vena cava (or =0.340, 95% ci: 0.202-0.571) were associated with lower picc infection rate. catheter care delay (or =2.612, 95% ci: 1.373-4.969) and indwelling mostly in summer (or =4.784, 95% ci: 2.681-8.538) were associated with higher infection incidence. conclusion: statlock fixing and tip position located in the lower one-third of the superior vena cava were protective factors against picc-related infection, while catheter care delay and indwelling mostly in summer were risk factors. policy and measures targeting these factors may be necessary to reduce the risk of infection. "
26045668,Postplacement,"the incidence and risk factors of peripherally inserted central catheter-related infection among cancer patients. . background: as the use of peripherally inserted central catheters (piccs) increased in chemotherapy, the identification of complications and risk factors became essential to prevent patient harm. but little is known about picc-related infection and risk factors among patients with cancer. our study was to identify the prevalence, patterns, and risk factors of catheter-related infections associated with piccs. methods: a 3-year prospective cohort study was conducted in a university-affiliated hospital. all patients with cancer who met inclusion criteria were enrolled. the patients were followed up until catheter removal. tip cultures were routinely performed at the time of catheter removal. the general information was recorded at the time of picc insertion, weekly care, and removal. univariable and multivariable logistic regression analyses were applied for identification of risk factors. results: in total, 912 cancer patients with 912 piccs of 96,307 catheter days were enrolled. ninety-four developed picc-related infection; 46 were exit-site infection, 43 were catheter bacterial colonization, and five were picc-related bloodstream infection. the median time from catheter insertion to infection was 98.26 days. multivariate analysis showed statlock fixing (odds ratio [or] =0.555, 95% confidence interval [ci]: 0.326-0.945) and tip position located in the lower one-third of the superior vena cava (or =0.340, 95% ci: 0.202-0.571) were associated with lower picc infection rate. catheter care delay (or =2.612, 95% ci: 1.373-4.969) and indwelling mostly in summer (or =4.784, 95% ci: 2.681-8.538) were associated with higher infection incidence. conclusion: statlock fixing and tip position located in the lower one-third of the superior vena cava were protective factors against picc-related infection, while catheter care delay and indwelling mostly in summer were risk factors. policy and measures targeting these factors may be necessary to reduce the risk of infection. "
26045668,Fixation device,"the incidence and risk factors of peripherally inserted central catheter-related infection among cancer patients. . background: as the use of peripherally inserted central catheters (piccs) increased in chemotherapy, the identification of complications and risk factors became essential to prevent patient harm. but little is known about picc-related infection and risk factors among patients with cancer. our study was to identify the prevalence, patterns, and risk factors of catheter-related infections associated with piccs. methods: a 3-year prospective cohort study was conducted in a university-affiliated hospital. all patients with cancer who met inclusion criteria were enrolled. the patients were followed up until catheter removal. tip cultures were routinely performed at the time of catheter removal. the general information was recorded at the time of picc insertion, weekly care, and removal. univariable and multivariable logistic regression analyses were applied for identification of risk factors. results: in total, 912 cancer patients with 912 piccs of 96,307 catheter days were enrolled. ninety-four developed picc-related infection; 46 were exit-site infection, 43 were catheter bacterial colonization, and five were picc-related bloodstream infection. the median time from catheter insertion to infection was 98.26 days. multivariate analysis showed statlock fixing (odds ratio [or] =0.555, 95% confidence interval [ci]: 0.326-0.945) and tip position located in the lower one-third of the superior vena cava (or =0.340, 95% ci: 0.202-0.571) were associated with lower picc infection rate. catheter care delay (or =2.612, 95% ci: 1.373-4.969) and indwelling mostly in summer (or =4.784, 95% ci: 2.681-8.538) were associated with higher infection incidence. conclusion: statlock fixing and tip position located in the lower one-third of the superior vena cava were protective factors against picc-related infection, while catheter care delay and indwelling mostly in summer were risk factors. policy and measures targeting these factors may be necessary to reduce the risk of infection. "
26045668,Catheter care delay,"the incidence and risk factors of peripherally inserted central catheter-related infection among cancer patients. . background: as the use of peripherally inserted central catheters (piccs) increased in chemotherapy, the identification of complications and risk factors became essential to prevent patient harm. but little is known about picc-related infection and risk factors among patients with cancer. our study was to identify the prevalence, patterns, and risk factors of catheter-related infections associated with piccs. methods: a 3-year prospective cohort study was conducted in a university-affiliated hospital. all patients with cancer who met inclusion criteria were enrolled. the patients were followed up until catheter removal. tip cultures were routinely performed at the time of catheter removal. the general information was recorded at the time of picc insertion, weekly care, and removal. univariable and multivariable logistic regression analyses were applied for identification of risk factors. results: in total, 912 cancer patients with 912 piccs of 96,307 catheter days were enrolled. ninety-four developed picc-related infection; 46 were exit-site infection, 43 were catheter bacterial colonization, and five were picc-related bloodstream infection. the median time from catheter insertion to infection was 98.26 days. multivariate analysis showed statlock fixing (odds ratio [or] =0.555, 95% confidence interval [ci]: 0.326-0.945) and tip position located in the lower one-third of the superior vena cava (or =0.340, 95% ci: 0.202-0.571) were associated with lower picc infection rate. catheter care delay (or =2.612, 95% ci: 1.373-4.969) and indwelling mostly in summer (or =4.784, 95% ci: 2.681-8.538) were associated with higher infection incidence. conclusion: statlock fixing and tip position located in the lower one-third of the superior vena cava were protective factors against picc-related infection, while catheter care delay and indwelling mostly in summer were risk factors. policy and measures targeting these factors may be necessary to reduce the risk of infection. "
30704933,Advanced Age,"a frontline approach with peripherally inserted versus centrally inserted central venous catheters for remission induction chemotherapy phase of acute myeloid leukemia: a randomized comparison. . background: the incidence of peripherally inserted central catheter (picc)-related adverse events has been uncertain in the setting of acute myeloid leukemia (aml) compared with the incidence of centrally inserted central catheter (cicc) adverse events. patients and methods: we conducted a monocentric, randomized trial of patients with previously untreated aml. of the 93 patients, 46 had received a picc and 47 had received a cicc as frontline intravascular device. thereafter, all patients underwent intensive chemotherapy for hematologic remission induction. the primary endpoint was catheter-related (cr)-bloodstream infection (bsi) and venous thrombosis (vt) rate. the secondary endpoints catheter malfunction, catheter removal, and patient overall survival. results: the cr-bsi and cr-vt rate in the picc and cicc groups was 13% and 49%, respectively, with a difference of 36 percentage points (relative risk for cr-bsi or cr-vt, 0.266; p = .0003). the cr-bsi incidence was 1.4 and 7.8 per 1000 catheters daily in the picc and cicc groups, respectively. among the cr thromboses, the symptomatic vt rate was 2.1% in the picc group and 10.6% in the cicc group. in the cicc group, 16 of the 47 patients (34%) had the catheter removed for bsi (n = 5), septic thrombophlebitis (n = 4), vt (n = 2), or malfunction (n = 5) a median of 7 days after insertion. in the picc group, only 6 of the 46 patients (13%) required catheter removal for vt (n = 2) or malfunction (n = 4). at a median follow-up of 30 days, 6 patients in the cicc group died of cr complications versus none of the patients in the picc group (p = .012). using piccs, the reduction in bsi and symptomatic vt decreased mortality from cr infection and venous thromboembolism. in contrast, the cicc approach led to early catheter removal mostly for difficult-to-treat infectious pathogens. conclusion: our data have confirmed that bsi and symptomatic vt are the major complications affecting frontline central intravascular device-related morbidity in the leukemia setting. the use of a picc is safer than that of a cicc and maintains the effectiveness for patients with aml undergoing chemotherapy, with an approximate fourfold lower combined risk of infection or thrombosis at 30 days. "
30704933,Chemotherapy,"a frontline approach with peripherally inserted versus centrally inserted central venous catheters for remission induction chemotherapy phase of acute myeloid leukemia: a randomized comparison. . background: the incidence of peripherally inserted central catheter (picc)-related adverse events has been uncertain in the setting of acute myeloid leukemia (aml) compared with the incidence of centrally inserted central catheter (cicc) adverse events. patients and methods: we conducted a monocentric, randomized trial of patients with previously untreated aml. of the 93 patients, 46 had received a picc and 47 had received a cicc as frontline intravascular device. thereafter, all patients underwent intensive chemotherapy for hematologic remission induction. the primary endpoint was catheter-related (cr)-bloodstream infection (bsi) and venous thrombosis (vt) rate. the secondary endpoints catheter malfunction, catheter removal, and patient overall survival. results: the cr-bsi and cr-vt rate in the picc and cicc groups was 13% and 49%, respectively, with a difference of 36 percentage points (relative risk for cr-bsi or cr-vt, 0.266; p = .0003). the cr-bsi incidence was 1.4 and 7.8 per 1000 catheters daily in the picc and cicc groups, respectively. among the cr thromboses, the symptomatic vt rate was 2.1% in the picc group and 10.6% in the cicc group. in the cicc group, 16 of the 47 patients (34%) had the catheter removed for bsi (n = 5), septic thrombophlebitis (n = 4), vt (n = 2), or malfunction (n = 5) a median of 7 days after insertion. in the picc group, only 6 of the 46 patients (13%) required catheter removal for vt (n = 2) or malfunction (n = 4). at a median follow-up of 30 days, 6 patients in the cicc group died of cr complications versus none of the patients in the picc group (p = .012). using piccs, the reduction in bsi and symptomatic vt decreased mortality from cr infection and venous thromboembolism. in contrast, the cicc approach led to early catheter removal mostly for difficult-to-treat infectious pathogens. conclusion: our data have confirmed that bsi and symptomatic vt are the major complications affecting frontline central intravascular device-related morbidity in the leukemia setting. the use of a picc is safer than that of a cicc and maintains the effectiveness for patients with aml undergoing chemotherapy, with an approximate fourfold lower combined risk of infection or thrombosis at 30 days. "
27020965,Chemotherapy,"peripherally inserted central catheters (piccs) in cancer patients under chemotherapy: a prospective study on the incidence of complications and overall failures. . background and objectives: the increasing use of peripherally inserted central venous catheters (piccs) for chemotherapy has led to the observation of an elevated risk of complications and failures. this study investigates picc failures in cancer patients. methods: a prospective study was conducted at a single cancer institution on 291 picc placement for chemotherapy. the primary study outcome was picc failure. results: median follow-up was 119 days. picc complications occurred in 72 patients (24.7%) and failures with removal in 44 (15.1%). reasons for failures were upper extremity deep venous thrombosis (uedvt) 12 (4.1%), central line associate bloodstream infection (clabsi) 5 (1.7%) with an infection rate of 0.95 per 1,000 catheter days, exit site infection 9 (3.1%) with a rate of 1.46 per 1,000 catheter days, catheter dislodgment 11 (3.8%), and occlusion 7 (2.4%). statistically significant risk factors were previous dvt (hr 2.95, 95%ci 1.33-6.53), reason for picc implant (hr 3.65, 95%ci 1.12-10.34) and 5-fluorouracil, oxaliplatin and bevacizumab based chemotherapy (hr 3.11, 95%ci 1.17-8.26). conclusions: picc is a safe venous device for chemotherapy delivery. nevertheless, a 15% rate of failure has to be taken in account when planning picc insertion for chemotherapy purposes. j. surg. oncol. 2016;113:708-714. © 2016 wiley periodicals, inc. "
27020965,PICC dwell time,"peripherally inserted central catheters (piccs) in cancer patients under chemotherapy: a prospective study on the incidence of complications and overall failures. . background and objectives: the increasing use of peripherally inserted central venous catheters (piccs) for chemotherapy has led to the observation of an elevated risk of complications and failures. this study investigates picc failures in cancer patients. methods: a prospective study was conducted at a single cancer institution on 291 picc placement for chemotherapy. the primary study outcome was picc failure. results: median follow-up was 119 days. picc complications occurred in 72 patients (24.7%) and failures with removal in 44 (15.1%). reasons for failures were upper extremity deep venous thrombosis (uedvt) 12 (4.1%), central line associate bloodstream infection (clabsi) 5 (1.7%) with an infection rate of 0.95 per 1,000 catheter days, exit site infection 9 (3.1%) with a rate of 1.46 per 1,000 catheter days, catheter dislodgment 11 (3.8%), and occlusion 7 (2.4%). statistically significant risk factors were previous dvt (hr 2.95, 95%ci 1.33-6.53), reason for picc implant (hr 3.65, 95%ci 1.12-10.34) and 5-fluorouracil, oxaliplatin and bevacizumab based chemotherapy (hr 3.11, 95%ci 1.17-8.26). conclusions: picc is a safe venous device for chemotherapy delivery. nevertheless, a 15% rate of failure has to be taken in account when planning picc insertion for chemotherapy purposes. j. surg. oncol. 2016;113:708-714. © 2016 wiley periodicals, inc. "
37052429,Two or more lumens,"promoting appropriate midline catheter and picc placement through implementation of an ehr-based clinical decision support tool: an interrupted time-series analysis. . background: inappropriate use of peripherally inserted central catheters (piccs), including multilumen piccs, may increase the risk of patient complications. objective: implement computerized decision support to: (a) increase the use of midline catheters over piccs when appropriate and (b) decrease picc lumens when a picc is necessary. designs: quasi-experimental, interrupted time series. setting: single tertiary academic medical center. patients: hospitalized adults who received a midline or picc during clinical care. intervention: decision support on appropriate vascular access device choice via a set of electronic orders embedded within the electronic health record. measurements: proportion of midline catheter and single-lumen piccs placed between january 2, 2017 and november 19, 2017 (preintervention) versus november 20, 2017 to december 1, 2019 (postintervention). results: a total of 8758 midline and piccs were inserted during the study period. a statistically significant increase in the insertion of midline catheters was observed during the intervention (p = .006). in parallel, single-lumen picc insertion as a proportion of all piccs also increased after the intervention (p = .035). results were consistent across multiple disciplines, including internal medicine, surgery, and intensive care. after considering the hospital census, total picc and midline utilization rates and rates of complications did not change over time. however, an increase in catheter exchanges from less to more invasive devices occurred. conclusions: in this single-center study, the implementation of electronic decision support to inform appropriate catheter use led to a more appropriate midline catheter and single-lumen picc insertion. dissemination of this single, effective intervention to examine efficacy in other hospital settings would be welcomed. "
26202391,Auto/allograft,"peripherally inserted central catheter-related infections in a cohort of hospitalized adult patients. . purpose: to determine the incidence and the risks factors of peripherally inserted central catheter (picc)-related infectious complications. materials and methods: medical charts of every in-patient that underwent a picc insertion in our hospital between january 2010 and october 2013 were reviewed. all picc-related infections were recorded and categorized as catheter-related bloodstream infections (cr-bsi), exit-site infections, and septic thrombophlebitis. results: nine hundred and twenty-three piccs were placed in 644 unique patients, mostly male (68.3%) with a median age of 58 years. 31 (3.4%) picc-related infections occurred during the study period corresponding to an infection rate of 1.64 per 1000 catheter-days. we observed 27 (87.1%) cr-bsi, corresponding to a rate of 1.43 per 1000 catheter-days, 3 (9.7%) septic thrombophlebitis, and 1 (3.2%) exit-site infection. multivariate logistic regression analysis showed a higher picc-related infection rate with chemotherapy (odds ratio (or) 7.2-confidence interval (ci) 95% [1.77-29.5]), auto/allograft (or 5.9-ci 95% [1.2-29.2]), and anti-coagulant therapy (or 2.2-95% [1.4-12]). conclusion: chemotherapy, auto/allograft, and anti-coagulant therapy are associated with an increased risk of developing picc-related infections. clinical advance: chemotherapy, auto/allograft, and anti-coagulant therapy are important predictors of picc-associated infections. a careful assessment of these risk factors may be important for future success in preventing picc-related infections. "
26202391,Anticoagulants therapy,"peripherally inserted central catheter-related infections in a cohort of hospitalized adult patients. . purpose: to determine the incidence and the risks factors of peripherally inserted central catheter (picc)-related infectious complications. materials and methods: medical charts of every in-patient that underwent a picc insertion in our hospital between january 2010 and october 2013 were reviewed. all picc-related infections were recorded and categorized as catheter-related bloodstream infections (cr-bsi), exit-site infections, and septic thrombophlebitis. results: nine hundred and twenty-three piccs were placed in 644 unique patients, mostly male (68.3%) with a median age of 58 years. 31 (3.4%) picc-related infections occurred during the study period corresponding to an infection rate of 1.64 per 1000 catheter-days. we observed 27 (87.1%) cr-bsi, corresponding to a rate of 1.43 per 1000 catheter-days, 3 (9.7%) septic thrombophlebitis, and 1 (3.2%) exit-site infection. multivariate logistic regression analysis showed a higher picc-related infection rate with chemotherapy (odds ratio (or) 7.2-confidence interval (ci) 95% [1.77-29.5]), auto/allograft (or 5.9-ci 95% [1.2-29.2]), and anti-coagulant therapy (or 2.2-95% [1.4-12]). conclusion: chemotherapy, auto/allograft, and anti-coagulant therapy are associated with an increased risk of developing picc-related infections. clinical advance: chemotherapy, auto/allograft, and anti-coagulant therapy are important predictors of picc-associated infections. a careful assessment of these risk factors may be important for future success in preventing picc-related infections. "
